cobh.annick.1	Ann Ni가 나타날 수 있습니다.
dunbarton.manus.79	지금, 말하지 않으면 안 되는 것인가?
dunbarton.manus.80	그 이야기는 뒤로 하자. 안 되는가?
dunbarton.manus.81	그 이야기는 이제 묻고 싶지 않지만.
dunbarton.manus.82	이제 그만두자.
dunbarton.manus.83	응. 나는 그런 일은 모른다. |모르는구나. 그런 일. |조금 기다려… 이전 들었던 적이 있었던가? 잘 생각해 낼 수 없는…|… 모르는 이야기다. |나에게 그런 이야기를 듣지마. |… 너, 이상한 것에 흥미를 가졌군…|모르는 것에 대해 회화하면 서로 지친다. 다른 이야기를 하자. |이 정도로 하자. 그만큼 흥미가 끓는 화제도 아니기 때문에. |너도 이상한 일을 묻는 것을 좋아하는 것이구나.
dunbarton.manus.84	지쳤지? <br/>몸으로부터 생명력이 빠져 가는데 쉬지 않기 때문에 그런 것이 된다. <br/>휴게 스킬을 배워 보면 어때? <br/>어디서 배울 수 있을까는 다른 사람들에게 들어 봐라.
dunbarton.manus.85	아~. 휴게 스킬을 알고 있는지? 어때? 조금은 시중들까? <br/>내가 휴게 스킬의 요령을 가르쳐 주는 일도 가능하지만…. <p/>물론 공짜는 아니야. <br/>후후응… 무엇이 좋을까…. <p/>그렇다! 정확히 일꾼이 부족했던 것이다. <br/>나의 일을 조금 돕지 않는가? <p/>혹은, 내가 아니고,<br/>어딘가의 치료자의 일을 도와도 괜찮다. <br/>그 결과 순서로 요령을 가르쳐 준다. 어때?
dunbarton.manus.86	응…? 치료자에 가 아르바이트를 한 경험이 상당히 있구나?<br/>치료자라고 하는 직업에 대해 매력을 느끼는지? 하핫…. <br/>좋다, 마음에 들었다! 뭔가 주려고 해도 가지고 있는 것도 없고…. <br/>휴게 스킬의 요령을 가르쳐 주자! <p/>이것으로 만족하는구나.
dunbarton.manus.87	… 휴게 스킬에 관해서는 잘 알고 있구나. <br/>나에게 뭔가 기대하고 있는 것 같지만,<br/>더 이상은 나도 잘 모른다. <br/>너 말야, 너무 욕심쟁이이다고 생각하지 않는가? 후후후….
dunbarton.manus.88	내일 와라, 내일. <br/>
dunbarton.manus.89	좋아, 오늘의 일을 끝낼까? <br/>아직 일을 끝낼 수 없었다고 해도 보고해 끝낼 수 밖에 없구나. <br/>일을 시작했다면, 확실히 끝낼 필요가 있다. <br/><button title='보고한다' keyword='@report'/><button title='보고하지 않는다' keyword='@later'/>
dunbarton.manus.90	좋아! 만족이다! <br/>오늘은 특히, 보수를 추가 해 주자.
dunbarton.manus.91	좋아! 만족이다! <br/>수고였다.
dunbarton.manus.92	낳는다. 조금 부족하구나…. <br/>보수를 조금 깎겠어.
dunbarton.manus.93	너, 이 정도의 녀석인가? <br/>그렇다면, 보수는 조금 밖에 하는 것이 할 수 없구나.
dunbarton.manus.94	안된다~. <br/>이런 식이라면 보수는 줄 수 없어.
dunbarton.manus.95	좋다! 기대하고 있겠어!
dunbarton.manus.96	아직 마감해 전이니까, 다음에 오도록.. |는은, 의욕은 사지만 지금은 아직 빠르다.
dunbarton.manus.97	, 다음에 만나자!
dunbarton.manus.98	아니, 일을 모두 끝냈는데 왜? <br/>그렇게 하고 싶다면 어쩔 수 없겠지만.
dunbarton.manus.99	일은 잘되고 있을까? <br/>
dunbarton.manus.100	힘내라!
dunbarton.manus.101	이 정도로 포기했는지? <br/>후~―…
dunbarton.manus.102	오늘의 일은 모두 종료했다! <br/>다른 사람은 모두 보수를 받아 갔는데,<br/>지금에 되어 왔는지?
dunbarton.manus.103	치료자의 집에서 아르바이트를 하고 싶은 것인지? <br/>의욕은 좋지만, 지금 하고 있는 일을 끝내고 나서 오도록..
dunbarton.manus.104	당신이라면, 믿을 수 있다. <br/>
dunbarton.manus.105	오늘이나 힘내라!
dunbarton.manus.106	아~괜찮아. 또 이번에, 와라.
dunbarton.manus.107	잘 왔군. <br/>오늘의 일을 보여 주자.
dunbarton.manus.108	에서는, 부탁했어!
dunbarton.manus.109	할 수 없는 것인지? <br/>어쩔 수 없구나.
dunbarton.manus.110	오늘이나 일하러 왔는가.
dunbarton.manus.111	확실히 부탁하겠어.
dunbarton.manus.112	컨디션이 좋지 않는 것 같다.
dunbarton.manus.113	아르바이트를 찾고 있는지? <br/>정확히 여기도 일꾼이 필요하기 때문에<br/>도와 준다면, 거기에 알맞은 보수를 주자. <br/>그렇게 많게는 할 수 있는 가. <p/>해 볼까?
dunbarton.manus.114	좋아, 잘 맡아 주었다. <br/>그럼, 마감전에 와 일의 결과를 보고해 줘. <br/>
dunbarton.manus.115	 하고 싶지 않으면 강요는 하지 않는다.
dunbarton.manus.116	다음에 또 와 줘. <br/>지금은 일로 시간이 없다.
dunbarton.manus.117	아―, 한 걸음 늦었구나. <br/>오늘은 벌써 정원이 가득 차 버렸다.
dunbarton.manus.118	목록을 조금 비워 줘! <br/>빈 곳이 없기 때문에, 물건을 맡겨지지 않을 것이다!
dunbarton.manus.119	응―… 지금은 상황이 좋지 않은, 다음에 또 와 줄래?
dunbarton.manus.120	아―, 한 걸음 늦었군. <br/>오늘은 벌써 일꾼으로 넘치고 있다.
dunbarton.manus.121	다음에 또 와 줘. <br/>지금은 일로 시간이 없다.
dunbarton.manus.122	! 이것은 마음에 들었다! <br/>너는 선물을 선택하는 센스가 있는 것 같다! |위… 이런 좋은 것을, 나에게 주는지? <br/>정말로 고마워요. 오늘은 정말로 기분이 좋다!
dunbarton.manus.123	응? 이것이 선물인가? 좋구나. <br/>받겠어. 고마워요. |너가 준 것은 상당히 마음에 들었다. 좋은, 좋아~. 하하…
dunbarton.manus.124	응? 이것, 나에게 주는지? <br/>고마운데. 그런데 나는 특별히 주는 것이 없다… 하하…|이런 것을 주다니 어떤 바람의 불어 돌리기야? <br/>뭐는 여하튼… 받겠어. 고마워요.
dunbarton.manus.125	응… 여러가지 신경을 써 주었는데 미안하겠지만…. <br/>정직, 이것은 필요하지 않구나. <br/>응? 그렇지만, 돌려주는 것도 조금…. |이것을 나에게 주는지? <br/>필요하지 않기 때문에 주는 것? <br/>진심으로 주었다고는 생각되지 않는다…. <br/>아… 아무것도 아니다.
dunbarton.manus.126	화이트 데이 이벤트
dunbarton.manus.127	원,<username/>? 기쁜<p/>이것도 저것도…. <br/>최근에는 타이틀이 너무 많아서<br/>기억하는 것도 큰 일이다…. <p/>어떻게 생각해…? <p/>아… 불필요한 말을 하고 있으면<br/>비위에 거슬린 것 같은… 하하하. 미안, 미안.
dunbarton.manus.128	조금 전, 사람들이{0}에 간다 라고 달려 갔어. <br/>돌연 나타난{1}태우고 있고로 위기에 있던 동료를 도우러 가는 것 같지만… 사실일까?
dunbarton.manus.129	{0}부근에{1}의 사악한 기운이 퍼지고 있는 것 같다. <br/>{2}가 되면, 뭔가 일어날 것 같다고 들었군.
dunbarton.manus.130	조금 기다려… 그렇게 말하면<username/>,<br/>너에게 이야기하고 싶은 것이 있지만…. <p/>정직하게 말하면 너의 일하는 태도가 마음에 들어야 말야. <br/>괜찮으면, 이러한 일을 전문적으로 해 보고 싶지는 않은 것인지? <br/>… 그다지 알려지지 않지만, 이 일도 보수는 꽤 맛있다…. <p/>일단… 약초를 구별해,<br/>뽑는 방법을 모르고 있으면…. <br/>실력도 어느 정도인가 테스트도 할 수 있고, 나의 부탁을 1개 들어 주지 않는가? <p/><image name='herbalism_manus_01'/>다음에, 약초의 이름을 써 주기 때문에<br/>그것을 뽑아 준다면 좋다. 어렵지는 않은 거야. <p/><image name='herbalism_manus_02'/>… 잘 하면, 치료자의 길을 걸으려고 사람이라면, 반드시 배워야 할<br/>약초학의 지식을 전수해 주자. <p/>어때? 해 보지 않겠는가? <br/>거절해도 되고, 다음에 해도 괜찮지만, 의사는 뚜렷한 분이 좋은 거야. <button title='맡겨 줘' keyword='@Yes'/><button title='별로…' keyword='@No'/>
dunbarton.manus.131	하 하! <username/>, 너가 그렇게 나온다고 알고 있었다! <br/>조금 다음에 후크로우에 부탁해, 보내 주기 때문에<br/>지시 대로 해 주면 좋아. <p/>… 나의 성격은 알고 있을 것이다? 한다 라고 하면, 반드시 지키는 것이야!
dunbarton.manus.132	싫으면 어쩔 수 없구나. <br/>다음에도 생각이 바뀌면, 또 이야기하자
dunbarton.manus.133	하 하, 역시 나는 사람을 보는 눈이 있구나! <br/>일을 끝냈기 때문에, 그 보수를 주지 않으면, 안 되는이다? 이 중에서 선택해 보세요. <br/>… 다른 사람에게도 주지 않으면 안 되기 때문에, 한사람 차지하고는 안된다! 하하하. <button title='보고하지 않는다' keyword='@later'/>
dunbarton.manus.134	에? 무엇이다, 가 버리는지?
dunbarton.manus.135	(회화를 할 수 없다.)
dunbarton.manus.136	(말이 통하지 않는 것 같다.)
dunbarton.manus.137	,<username/>, 어떻게 했어? <br/>설마 나를 만나고 싶어서 왔는지? 하하하. <p/><npcportrait name='NONE'/><title name='NONE'/>(마누스에 스튜어트가 책을 반환하도록 말한 일을 전했다)<p/>무엇? 본? 스튜어트로부터 빌린 본? <br/>내가 책을 돌려주지 않는 것 같은 인간으로 보일까? <p/>그 책이라면 이미 돌려줘…. <p/>…. <p/>… 조금 기다려, 그렇게 말해져 보면 스튜어트에게는 건네주지 않고<br/>도서관에 가 그대로 책장에 되돌려 버렸군…. <p/>는은, 그런 일인가. <br/>미안하지만, 그 책을 도서관에 가 찾아 줘. <p/>그러나, 어디에 되돌렸는가…. <br/>확실히, 전문 서적의 책장에 되돌렸다고 생각한다. <p/>그런 얼굴 하지마,<username/>. <br/>너라면 간단하게 찾아낼 수 있다.
dunbarton.manus.138	… 누군가가 도시락을 가지고 오면<br/>나는 언제라도 기꺼이 먹어 준다! 하! 하! 하!
dunbarton.manus.139	는… 하… 그 이야기를 또…. <br/>… 아이라는 눈치채지 못했는지…? <p/>아이라가 알면 나를 그대로 두지 않을 것이다. <br/>비밀은 분명하게 지켜 줘. 부탁했어~하하하….
dunbarton.manus.140	이런? 그 타이틀은…. <br/>어쩐지 상당히 훌륭하게 된 것이다. <br/>지금부터는,<username/>이라고 이야기할 때는 말에 조심하지 않으면 안된다. <br/>와하하하하.
dunbarton.manus.141	[3]특별 상품
dunbarton.manus.142	[3]특별 상품
dunbarton.manus.143	이런? 그 티켓은…. <br/>그것을 어디서 손에 넣은 것이야? <p/>어, 그런 일을 들어도 의미 없구나. <br/>티켓이 있다면 특별한 것을 보여 주자. <p/>다만, 그 티켓 1매로 1회 밖에 사용할 수 없기 때문에 잘 생각한다. <br/>몇번이나 보일 수는 없기 때문에. <p/>그것과 돈을 충분히 가지고 있을까 확인한다. <br/>다음에 울어도 몰라로부터. <button title='숍을 연다' keyword='@buy'/><button title='그만둔다' keyword='@end'/>
dunbarton.manus.144	외에서는 살 수 없는 특별한 책(뿐)만이다.
dunbarton.manus.145	이번은 돈을 가지고 오는구나.
dunbarton.manus.146	[0]포션;[1]구급 용품;[2]그 외
dunbarton.manus.147	;[3]특별 상품
dunbarton.manus.148	팔라딘의 책? <br/>자~, 그런 이름의 책은<br/>들은 적도 없구나~. <p/>…<p/>이봐! 내가 아무리 지적으로 보여도~,<br/>맡기지 않은 주제에<br/>갑자기 어디에 있을까 들어도…<br/>곤란한데 정해져 있는은…
dunbarton.manus.149	<button title='치료를 받는다' keyword='@healerscare'/>
dunbarton.manus.150	네~! 어디서 이런 상처를 입은 것이야? 금방 치료다! <br/>아, 그렇지만 치료비는 잊지마, 90 골드야.
dunbarton.manus.151	<button title='치료를 받는다' keyword='@gethealing'/><button title='그만둔다' keyword='@cancel'/>
dunbarton.manus.152	, 어때? 나의 치료의 팔은! 자신을 좀 더 소중히 해라~!
dunbarton.manus.153	은~? 치료비가 부족하지 않은가! <br/>아무리 이 내가 상냥하다고 말해도, 공짜는 곤란한거야~!
dunbarton.manus.154	, 뭐야? 보통으로 보이지만, 어디를 치료하면 된다? <br/>… 혹시, 무좀인가? 하하하!
dunbarton.manus.155	<button title='애완동물의 치료' keyword='@petheal'/>
dunbarton.manus.156	너의 애완동물은 벌써 넘어져 있지 않은가! 우선 빨리 부활시켜라.
dunbarton.manus.157	두어 어디서 이렇게 상처를 시킨 것이다! 금방 치료해 준다! <br/>어, 하지만 치료비는 잊지 마.180 골드다.
dunbarton.manus.158	<button title='치료를 받는다' keyword='@gethealing'/><button title='그만둔다' keyword='@cancel'/>
dunbarton.manus.159	자 치료가 끝났어! 향후는 애완동물도 자신과 같이 소중히 해 주는 것이야.
dunbarton.manus.160	두어 치료비가 부족해? <br/>아무리 내가 상냥하다고 말해도, 공짜는 곤란한거야.
dunbarton.manus.161	응, 뭐야? 너의 애완동물은 어떻지도 않은 것 같구나. 어디를 치료하라고?
dunbarton.manus.162	응, 뭐야? 우선 애완동물을 보여 주지 않으면 진단을 할 수 없을 것이다. <br/>다를까?
dunbarton.manus.163	방송 출연? 좋을 것이다. <br/>나도 마침내 매스컴 데뷔인가! <p/>감사의 표에 특별히 하는 것은 없지만, 스태미너 포션을 하자. <br/>포션이 필요하기도 하고 아픈 곳이 있으면 모여.
dunbarton.manus.164	안녕! 만나서 반갑습니다, 이리와. Walter를 듣는 마지막 시간은 <username/>그의 얼굴이 그리 좋지 않다고 말했고, 나는 그것에 대해 조금 걱정합니다. <p/>
dunbarton.manus.165	(마니 우스는 나에게 밀접하게 보인다.) <p/>그레이스는 다른 날들보다 훨씬 좋은 것 같다. 제 시간에 먹나요? 어때? <p/>탐사의 위험은 피할 수 없지만 조심해야합니다. <p/>
dunbarton.manus.166	(Manius가 갑자기 그의 손으로 그의 이마를 두드렸다.) <p/>거의 잊었다! 일리야 본토는 온천이 아니니? 사실, 잠시 동안 온천에 갈 수 있는데, 어떻게 생각하세요? <p/>이전에 시도했지만 효과가 좋습니다. 치유가 가능할뿐만 아니라, 체중 감량을받을 수 있으며, 이는 단순히 두 가지 이점입니다. <p/>나는 속도 위반 딱지를 가지고있다. 거품 목욕을한다. <p/>충분하지 않으면 다양한 마을, 교회 또는 호텔의 치료 센터에서도 이용할 수 있습니다.
dunbarton.manus.167	내가 여기 올 때마다, 피곤 하죠? 길고 힘든 연구 끝에 마침내 결실이났습니다. 그것이 시럽을 잡을 수있는 물고기입니다! <p/>이런 종류의 물고기 음식을 사용할 때, 당신은 모든 어촌에서 다양한 종류의 물약을 잡을 수 있습니다. <p/>하지만이 물고기 음식의 효과를 먼저 시험해 본 후에는 낚시를하려고합니다 ... <p/>작업이 완료되면 100 시럽 생선 통을 얻을 수 있습니다. <p/>시럽 어항의 효과를 완전히 테스트하기 위해 나는이 어항을 보관 및 판매하도록 위탁했습니다. 그때까지, 여전히 필요하다면 월터 삼촌에게 갈 수 있습니다.
dunbarton.manus.168	[2]기타
dunbarton.manus.169	오, 이건 마을 장 Duncan이 언급 한 것이 아닙니다! 잘가요. 당신이 제약 연구에 매우 관심이 있다고 들었습니다. </p>시장은 내가 당신에게 더 많은 지침을 제공하기를 원했습니다. 약초가있는 곳을 알 수 있습니까? 여기에서 남쪽으로 걷는다면 일부 숲이 보일 것입니다. <p/>숲의 가장자리를 찾는 한, 적은 약초. 글쎄, 너에게 가르 칠 다른 건 없어. 나머지는 성취하기 위해 열심히 일해야합니다. </p>이것은 어려운 길입니다. 도움을주지 않았습니다. 정말 미안합니다. 열심히 가서 자신 만의 방식을 개발하십시오!
dunbarton.nerys.1	네리스가 로그인했습니다.
dunbarton.nerys.2	네리스의 상점 생성에 성공했습니다.
dunbarton.nerys.3	[0]무기
dunbarton.nerys.4	[1]구두 글로브
dunbarton.nerys.5	[2]투구
dunbarton.nerys.6	[3]갑옷
dunbarton.nerys.7	네리스의 상점 생성에 실패했습니다.
dunbarton.nerys.8	여기야, 여기|마음에 든 것은 있어(보)? |그 밖에 뭔가 필요(보)? |마누스는 또 근육을 자랑하고 있는 거네…|내가 여행하러 가면 좋았을까나…|이번달은 무기의 수리를 의뢰하는 사람이 꽤 많다…|기다려, 지금 그것을 하면 안돼! |그 사람의 눈초리, 마음에 들었어|이대로라면, 다음 달에는 화살의 재고가 끊어질 것 같다…|응, 이제(벌써) 이런 시간인가…
dunbarton.nerys.9	[0]무기
dunbarton.nerys.10	[1]구두 글로브
dunbarton.nerys.11	[2]투구
dunbarton.nerys.12	[3]갑옷
dunbarton.nerys.13	<npcportrait name='NONE'/><title name='NONE'/>날씬한 보디에 편한 복장의 누나. <br/>짧은 머리카락이 더 한층 쾌활함을 꺼내 있는 것처럼 보인다. <br/>귀에는 머리카락의 색과 합한 것 같은 진한 루비색의 피어스가 있어,<br/>그녀가 움직일 때마다 흔들리면서 빛나고 있다. <br/><button title='계속한다' keyword='@continue'/>
dunbarton.nerys.14	는 찾고 있는 거야?
dunbarton.nerys.15	필요한 것이 있으면 말해 봐. <button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='수리' keyword='@repair'/><button title='개조' keyword='@upgrade'/>
dunbarton.nerys.16	그 밖에 필요한 것은 있어? <br/><br/><button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='수리' keyword='@repair'/><button title='개조' keyword='@upgrade'/>
dunbarton.nerys.17	어린이 날 이벤트
dunbarton.nerys.18	응? 우리 아르바이트의 사람이네. <br/>일은 분명하게 하고 있어? <br/>
dunbarton.nerys.19	뭐 찾고 있는 거야?
dunbarton.nerys.20	어머나? … 당신 이전 만난 것 같은 기분이…. <br/>잘못하고 있으면 미안해요.
dunbarton.nerys.21	이전 우리 가게에 온 적 있네요? <br/>얼굴에 서로 기억해.
dunbarton.nerys.22	당신의 이름,<username/>이군요? <br/>…. <br/>내가 이름을 기억해 버릴 만큼 만났어? 굉장해!
dunbarton.nerys.23	그렇게 필요한 것 많은거야? <username/>. 그러나 뭐, 잘 오네요.
dunbarton.nerys.24	돈은 가지고 온 것이군요? <br/>
dunbarton.nerys.25	<npcportrait name='NONE'/><title name='NONE'/>네리스와의 회화를 끝냈다.
dunbarton.nerys.26	발타씨의 잡화상이라면,<br/>광장 부근에 가 봐. 여기는 거리의 남쪽 입구, 역방향이군요. <br/>미니 맵의 견해는… 설명하지 않아도 괜찮지요?
dunbarton.nerys.27	그리니스 아줌마의 식당? <br/>그것이라면, 광장의 북서의 골목의 근처. <br/>그리고, 그곳에서는 요리의 재료도 팔고 있다.
dunbarton.nerys.28	식료품? 식당의 일이 아니고?
dunbarton.nerys.29	바로 근처야. <br/>근육 바보의 마누스를 만나면,<br/>내가 장소를 가르쳤다고 말하면 좋아요.
dunbarton.nerys.30	여관은 있었던가? 묻지 않는 이야기군요. <br/>조사하고 나서 묻고 있어?
dunbarton.nerys.31	Austen씨라면, 광장의 남서의 건물에 있어요. <br/>아스킨 은행은 어디도 비슷하기 때문에,<br/>곧바로 발견된다고 생각한다.
dunbarton.nerys.32	아, 이 거리에는 대장간은 없을까. <br/>그렇지만, 간단한 수리라면 나라도 할 수 있기 때문에,<br/>맡겨 준다면 고친다.
dunbarton.nerys.33	여기가 무기가게. <br/>그 밖에 가는 기대에서도?
dunbarton.nerys.34	은행과 잡화상의 사이에 있어. <br/>고급 양복도 놓여져 있기 때문에, 한 번 가 보면?
dunbarton.nerys.35	이 길을 북쪽으로 나아가,<br/>거리의 입구 바로 앞의 골목을 들어가 봐. <br/>안경을 쓴 여자 아이가 있을 것. <br/>거기가 서점이야.
dunbarton.nerys.36	관청이군요…. <br/>광장 북측의 석조의 건물이 관청이야. <br/>관청중에는 들어갈 수 없지만,<p/>에바가 접수를 하고 있다. <br/>용무가 있을 때는, 거기서 처리해 받아.
dunbarton.nerys.37	원거리 공격이라면 여러가지 있어요. <br/>활에서도 공격할 수 있고,<br/>마법에서도 공격할 수 있고. <p/>그렇다 치더라도, 그런 일에 흥미가 있었어? <br/>우선 활을 하나 사 본다는 것은 어때?
dunbarton.nerys.38	정확히 여기서 팔고 있다. <br/>천천히 자신에게 맞는 것을 선택하면 좋아요.
dunbarton.nerys.39	~응, 생각했던 것보다 로맨틱한거네. <br/>그런 일까지 묻다니…. <br/>그렇지만, 나는 별로 흥미없어.
dunbarton.nerys.40	류트라면, 잡화상에 가 보면? <br/>발타씨가 만든 것이 조금 있을 것. <br/>류트 뿐이 아니고, 다른 악기도 있을 것이고….
dunbarton.nerys.41	조용하게 살면 좋은데…. <br/>일부러 큰 소리로 외치는 거야?
dunbarton.nerys.42	하는…. <br/>아이라의 서점에<br/>그런 책이 입하한 것 같지만…. <br/>뭣하면 가 사 보면?
dunbarton.nerys.43	… 나는 양복을 만드는 것보다는<br/>시몬의 의료품점에서 사 입는 경우가 많으니까. <br/>시몬은 알고 있어?
dunbarton.nerys.44	먼저 활에서도 사용해 보지 않으면 안된 것이 아니야?
dunbarton.nerys.45	그 종류의 스킬은, 아란웬이 알고 있을까나…. <br/>그렇지만, 아란웬은 곧 거드름을 피우기 때문에, 가르쳐 줄지 어떨지. <br/>우선, 학교에 가 보면?
dunbarton.nerys.46	그 종류의 스킬은, 아란웬이 알고 있을까나…. <br/>그렇지만, 아란웬은 곧 거드름을 피우기 때문에, 가르쳐 줄지 어떨지. <br/>우선, 학교에 가 보면?
dunbarton.nerys.47	이 길을 걸어 거리의 중심에 가 봐. <br/>거리의 중심이 광장이니까 간단하게 찾을 수 있다고 생각한다.
dunbarton.nerys.48	이 거리의 근처는 농지일 것이지만? <br/>아직 거리의 밖에 나와 있지 않는 것 같네. <br/>이상하게 큰 쥐가 많이 나오고 있어<br/>모두 걱정하고 있어요.
dunbarton.nerys.49	하하하. 거리에 촌장은,<br/>스스로 말하고 있어 조금 이상하지 않아?
dunbarton.nerys.50	아, 「맑은 장국」크리스텔의 곳이군요. <br/>거리의 북서로 가 봐. 여기로부터 정반대의 위치. <br/>멀기 때문에 조금 지칠지도 모르지만, 뭐 괜찮겠지.
dunbarton.nerys.51	이 길을 북쪽으로 약간 진행되면 좋아.
dunbarton.nerys.52	그것, 무술의 일종인 것인가? <br/>라면, 학교에서 아란웬에 들어 봐. <br/>가르쳐 주지 않을지도 모르기 때문에, 그다지 기대는 하지 않는 것이 좋지만… 말야.
dunbarton.nerys.53	응~… 이 거리에서<br/>그런 스킬을 알고 있는 사람이 있을지 어떨지는 모르는구나….
dunbarton.nerys.54	나, 실은 장사에는 그만큼 소질이 없다고 생각하지만,<br/>친구의 덕분에 무기가게를 시작할 수가 있었어. <br/>물건을 파는 것보다는 만드는 것 쪽에 흥미가 있지만,<br/>그 녀석, 가게만 열어 또 여행을 떠나 버려. 언제 돌아올 것이다….
dunbarton.nerys.55	마누스의 녀석, 마음대로 망상을 퍼뜨리고 있는 것 같다. <br/>설마 그런 기억 따위를 믿고 있는 것이 아니겠지요?
dunbarton.nerys.56	응―… 그랬던 것 같은…. <br/>결국은 옛 일이니까. <br/>뭐, 그 정도라면 괜찮아요. <br/>이것을 받아, 그 일은 이제(벌써) 잊기를 원해요.
dunbarton.nerys.57	무기가게의 네리스입니다. 잘 부탁드립니다.
dunbarton.nerys.58	어머나… 당신, 꽤 사랑스러운 곳 있는 거네. <br/>여자 아이가 좋아하는 타입이라고 말할까…. <br/>그런 이야기, 잘 듣지 않아?
dunbarton.nerys.59	무기의 아름다움 쳐 기능적으로 실용적인 면을<br/>궁극까지 꺼내는 곳에 있다고 생각해. <br/>우미[優美]한 무기(정도)만큼, 실제의 성능도 좋다고 생각해도 좋아요. <br/>아, 우미[優美]와 파수를 착각하고 않도록요. <p/>… 그렇다 치더라도. <br/>모두 이 이야기를 하면, 그러한 눈으로 보는거네요. <br/>실례라고 생각하지 않아?
dunbarton.nerys.60	실은, 여기서 만들고 있는 무기는 그만큼 없는거야. <br/>거의 반호르에서 매입해 오는거야. <br/>그렇지만, 간단한 것이라면 수리는 가능하기 때문에….
dunbarton.nerys.61	마음이 산란해진다! 사지 않는 것이라면 딴 곳 가 주지 않겠어?
dunbarton.nerys.62	볼 뿐이 아니고, 뭔가 사면 어때? <br/>싸구려를 몇개인가 산 것 뿐으로 친하게 지내는 것도 어떨까라고 생각하지만.
dunbarton.nerys.63	조금이라면 함께 이야기할 수 있지만…. <br/>조금 친해졌다고 깎을 수 있다고 생각하면 큰 실수니까. <br/>이것도 장사인 것이니까. <br/>나도 먹어 가지 않으면.
dunbarton.nerys.64	무기를 사러 왔지 않아? <br/>이렇게 해 말하는 것도 좋지만.
dunbarton.nerys.65	이런, 너는 왜 여기에 있는 거야? <br/>조금 전 모두가{0}에 간다 라고 달려 갔어요. <br/>갑자기 나타난{1}태우고 있고로 위기에 노출된 동료를 도우러 간다고.
dunbarton.nerys.66	소문이군요…{0}의 이야기, 들었어? <br/>{1},{2}에 나타난다고 말야… 사실인가?
dunbarton.nerys.67	의료품점의 시몬씨는 말야. <br/>지금은 이런 빗나가고의 거리에 있지만, 옛날은 꽤 굉장한 사람이었던 것 같아요. <br/>이야기하고 있는 곳을 우연히 들었지만…. <p/>뭔가 사정이 있어 여기로 일을 하고 있는 것 같다…. <br/>문제는… 거기서의 생활 양식을 이 거리의 사람들에게<br/>강요해, 마음대로 실망해 버려…. <p/>그 탓으로, 검약하는 사람들을 깔보고 있는 것이 아닐까 생각하고,<br/>누군가가 머리의 꼭대기로부터 발끝까지 브랜드로 몸치장하면,<br/>시몬씨로부터 어떤 반응이 되돌아 오는지 흥미 있어요. <p/>전부 20만…? 아니, 시몬씨라면 적어도 50만은 가지 않으면…. <p/>후후후… 시몬씨의 반응에 흥미 있는 거야? <br/>그러면… 이야기하는 김에… 우리 매상도 조금 줄까?
dunbarton.nerys.68	여행자같기 때문에 좋은 일 가르쳐 준다. <br/>던바튼인 서쪽의 길을 따라 가면 유니콘의 석상이 있어요. 가 보았어? <br/>거기가 의외로 분위기가 좋은 곳이야. 가지 않으면 손해야. <br/>뭔가 까닭이 있을 듯 하는 장소이지만… 혹시 알고 있어?
dunbarton.nerys.69	조금 걱정이어 묻지만…. <br/>혹시, 아직 윈드 밀 스킬을 모르는 것이 아니네요? <br/>만약 모르면, 우선 티르코네일에 가<br/>레이널드 선생님과 이야기를 해 보는 것이 좋아요. <p/>던바튼의 아란웬에 들어도 괜찮지만…. <br/>아란웬은 겉모습보다 어려운 곳이 있기 때문에<br/>기본이 되지 않은 사람에게는 가르쳐 주지 않는거야. <br/>우선 레이널드 선생님과 스킬에 관해서 상담해 보는 거네.
dunbarton.nerys.70	혹시… 장비를 엔챤트 하는데 흥미가 있어? <br/>여기서 팔고 있는 것에 마법적인 효과를 주는 것으로,<br/>아마 아이라의 서점에라면 그런 내용의 책이 있을 것이야. <br/>우선 마법 선생님 스튜어트에도 이야기해 봐. 뭔가 알고 있을 것.
dunbarton.nerys.71	당신은 여행자이니까, 말해도 어쩔 수 없는 것은 알지만,<br/>당신 같은 사람의 탓으로 거리의 분위기가 바뀌었어요. <br/>조금은 다른 사람에게 배려하면 어때? <p/>우선 작은 선물을 건네주는 것으로부터 시작하면 어떨까. <br/>돈이 없으면, 그 사람의 부탁을 들어 주거나 아르바이트를 하는 것도 좋네요.
dunbarton.nerys.72	에바는 그렇게 말하면, 조금 변. <br/>일이 끝난 뒤도 뭐 하고 있는지 전혀 모른다…. <br/>어딘가 비밀이 많고. 사람과도 그다지 교제가 없고…
dunbarton.nerys.73	무기를 엔챤트 하는 것도 좋지만,<br/>엔챤트에 실패했다면 자신의 능력이 부족한 것에 깨닫지 않으면. <br/>망가진 무기를 가져와, 여기서 불만을 말하는 사람이 있는거야. <br/>무기의 품질이 이러쿵저러쿵…. <p/>아~… 생각한 것 뿐으로 기분이 나빠져요…
