iria_elf.subnpc.elf_familyguide.1	가족 보좌관이 나타났습니다.
iria_giant.zeder.53	어딘가에 빨리 어른이 될 수 있는 약 같은거 없을까…. <br/>반스트의 아저씨는,<br/>「나이를 먹으면 배뿐 나와 있고 일 같은 하나도 없어」<br/>라고 말하지만… 그런데도 나는, 빨리 어른이 되고 싶다. <p/>아무튼… 어른이 되었기 때문에 라고, 세상의 비밀을<br/>전부 알도록 되다니는 생각하지 않지만,<br/>… 그렇지만, 모르는 것뿐인… 이런 안타까운 기분은<br/>조금은 줄어드는 것이 아닌가 하고 생각하는거야…. |그러면야! 나의 이름은 제다!! <br/>피시스… 아니, 이리아 대륙에서 가장 빨리, 가장 강한,<br/>지상 최강의 자이언트! ─그것이 나님이닷!! <p/>피시스쟈이안트의 역사로, 이렇게 강한 자이언트는<br/>전에도 뒤에도 나 뿐이다!! <p/>지금은, 자이언트의 가면을 쓴 「이리아대마왕」<br/>─바이데 할아버지의 저주로<br/>조촐조촐한 재봉하거나 나른한 가게를 보는 사람 하지 않으면 안 되지만,<p/>언젠가 이 저주를 깨어, 자이언트의 새로운 역사를 뽑는,<br/>운명의 용사가 된닷! <br/>응~…… 나님 사이코!! |… 어이, 너!! <br/>자이언트의 용사님에게 향해 해를 듣다는<br/>실례 천만이다!? <p/>… 확실히 나는 동안일지도 모르지만 말야,<br/>이렇게 보여도 상당히 나이를 먹고 있는 것이야!? <p/>최근의 나의 목표는,<br/>「10세에곰을 넘어뜨렸다」제다님이 되어,<br/>다시 세계를 경악 시키는 것이다! <br/>…… 이제 곧이다……. <br/>10세는, 이제 곧이니까…!! |좋아. <username/>에만<br/>특별히 가르쳐 준다. <br/>좋은가? 잘 들어? <p/>이 제다님은, 실은 어쩌면<br/>바슈바르가와 세력 다툼을 하고 있던<br/>전설의 샤후왕의 후예일지도 모른다. <p/>…… 무엇? 그 눈. <br/>너… 마음껏 의심하고 있을 것이다? <p/>응. 뭐 좋아. <p/>그리고 아무튼, 그 세력 다툼에 져 왕권을 빼앗긴 나님은<br/>즉 크루크 폐하와는 운명적인 숙적이라고 할까…<br/>아무튼, 그런 관계인 것이야. <p/>바이데 할아버지가, 나만 눈엣가시와 같이 혹사하는 것도<br/>절대, 이 일이 원인이다! <p/>… 그렇지만, -시시할 것이다? <br/>주인공이라는 것은, 항상 고통에 참으면서<br/>자신의 운명에 이기지 않으면 안 된다. <br/>후~… 뭔가 오늘에 한해서 공연히 외로운 기분이다…! <br/>똥… 별이 희미하게 보여 보이고 자빠진다…. <br/>는 하. … 정말… 이상한 기분이야…. |이봐요, 용사가 나오는 소설의 「비밀 결사」든지 「비밀 요원」이란 말야,<br/>자신의 정체를 숨기기 위해서,<br/>일반인에게 섞여 일하거나 살거나 하겠지? <br/>이 제다님이 잡화점을 하고 있는 것도 그것과 닮아 있다. <p/>의료품점까지 겸업하고 있는 것은,<br/>그 만큼 이중·삼중에 정체를 숨기지 않으면 안 되는<br/>매우 중요한 임무를 받고 있기 때문이다. <p/>아… 쉿!! <br/>…… 좋은가? 지금 내가 이야기했던 것은,<br/>진짜로 중요한 탑 시크릿이니까,<br/>절대로 누구에게도 폭로하지 마!? 절대이니까!! |후~……. <br/>어린 신상이면서, 잡화점 뿐으로는 충분히 만족하지 않고,<br/>의료품점까지 하지 않으면 안 되는 나…. <br/>아침부터 밤까지 가게에 감금되어, 놀이에도 가지 못하고 중노동을 강요당한다…. <p/>똥… 이런 건 진짜로 노예 생활이 아닌가!! 아동학대닷!! <br/>… 하아… 그렇다고 해서, 인간같이 고소는 할 수 없고…. <br/>구분 처리―… 팥고물의 심술궂은 바이데 할아버지마저 없었으면<br/>이런 비참한 생활, 보내지 않았을 것인데…!! <p/>하지만─!! 도─!! <br/>이런 취급해 된다면, 언젠가 나, 망명해 줄거니까!! <p/>…… 그렇닷! 엘프닷!! <br/>엘프를 지지해 준다앗!! |… 알고 있는 녀석은 알고 있지만,<br/>「제다」라는 이름은, 실은 나의 본명이 아니다. <p/>부모님이 붙여 준 이름은 있지만,<br/>좀 더… 이렇게, 뭐라고 할까… 용사 같은,<br/>근사한 이름이 좋다라고 생각해,<br/>스스로 붙인 이름이다. <p/>전설의 용사 제다! <p/>무적의 용사 제다! <p/>불굴의 용사 제다!! <p/>─어때? 근사할 것이다?? <p/>… 뭐, 지금은 이런 곳에서 가게를 보는 사람 하지 않으면없지만 말야. <br/>이것도 용사의 시련! <br/>시련이 있으면 있을수록, 용사는 멋져진다! <p/>그러니까, 나는 이렇게 해 나날 참고 있는 거야. <br/>언젠가… 언젠가 반드시, 세계를 진감 시키는 것 같은<br/>용사가 되어 주기 때문에─!!
iria_giant.zeder.54	……! <p/>바, 바로! 용사님은 지금 바쁘다!!
iria_giant.zeder.55	인… 야 너!
iria_giant.zeder.56	은야! 나의 이름은 제다!! <br/>피시스… 아니, 이리아 대륙에서 가장 빨리, 가장 강한,<br/>지상 최강의 자이언트! ─그것이 나님이닷!! <p/>피시스쟈이안트의 역사로, 이렇게 강한 자이언트는<br/>전에도 뒤에도 나 뿐이다!! <p/>지금은, 자이언트의 가면을 쓴 「이리아대마왕」<br/>─바이데 할아버지의 저주로<br/>조촐조촐한 재봉하거나 나른한 가게를 보는 사람 하지 않으면 안 되지만,<p/>언젠가 이 저주를 깨어, 자이언트의 새로운 역사를 뽑는,<br/>운명의 용사가 된닷! <br/>응~…… 나님 사이코!! |… 어이, 너!! <br/>자이언트의 용사님에게 향해 해를 듣다는<br/>실례 천만이다!? <p/>… 확실히 나는 동안일지도 모르지만 말야,<br/>이렇게 보여도 상당히 나이를 먹고 있는 것이야!? <p/>최근의 나의 목표는,<br/>「10세에곰을 넘어뜨렸다」제다님이 되어,<br/>다시 세계를 경악 시키는 것이다! <br/>…… 이제 곧이다……. <br/>10세는, 이제 곧이니까…!! |좋아. <username/>에만<br/>특별히 가르쳐 준다. <br/>좋은가? 잘 들어? <p/>이 제다님은, 실은 어쩌면<br/>바슈바르가와 세력 다툼을 하고 있던<br/>전설의 샤후왕의 후예일지도 모른다. <p/>…… 무엇? 그 눈. <br/>너… 마음껏 의심하고 있을 것이다? <p/>응. 뭐 좋아. <p/>그리고 아무튼, 그 세력 다툼에 져 왕권을 빼앗긴 나님은<br/>즉 크루크 폐하와는 운명적인 숙적이라고 할까…<br/>아무튼, 그런 관계인 것이야. <p/>바이데 할아버지가, 나만 눈엣가시와 같이 혹사하는 것도<br/>절대, 이 일이 원인이다! <p/>… 그렇지만, -시시할 것이다? <br/>주인공이라는 것은, 항상 고통에 참으면서<br/>자신의 운명에 이기지 않으면 안 된다. <br/>후~… 뭔가 오늘에 한해서 공연히 외로운 기분이다…! <br/>똥… 별이 희미하게 보여 보이고 자빠진다…. <br/>는 하. … 정말… 이상한 기분이야…. |이봐요, 용사가 나오는 소설의 「비밀 결사」든지 「비밀 요원」이란 말야,<br/>자신의 정체를 숨기기 위해서,<br/>일반인에게 섞여 일하거나 살거나 하겠지? <br/>이 제다님이 잡화점을 하고 있는 것도 그것과 닮아 있다. <p/>의료품점까지 겸업하고 있는 것은,<br/>그 만큼 이중·삼중에 정체를 숨기지 않으면 안 되는<br/>매우 중요한 임무를 받고 있기 때문이다. <p/>아… 쉿!! <br/>…… 좋은가? 지금 내가 이야기했던 것은,<br/>진짜로 중요한 탑 시크릿이니까,<br/>절대로 누구에게도 폭로하지 마!? 절대이니까!! |후~……. <br/>어린 신상이면서, 잡화점 뿐으로는 충분히 만족하지 않고,<br/>의료품점까지 하지 않으면 안 되는 나…. <br/>아침부터 밤까지 가게에 감금되어, 놀이에도 가지 못하고 중노동을 강요당한다…. <p/>똥… 이런 건 진짜로 노예 생활이 아닌가!! 아동학대닷!! <br/>… 하아… 그렇다고 해서, 인간같이 고소는 할 수 없고…. <br/>구분 처리―… 팥고물의 심술궂은 바이데 할아버지마저 없었으면<br/>이런 비참한 생활, 보내지 않았을 것인데…!! <p/>하지만─!! 도─!! <br/>이런 취급해 된다면, 언젠가 나, 망명해 줄거니까!! <p/>…… 그렇닷! 엘프닷!! <br/>엘프를 지지해 준다앗!! |… 알고 있는 녀석은 알고 있지만,<br/>「제다」라는 이름은, 실은 나의 본명이 아니다. <p/>부모님이 붙여 준 이름은 있지만,<br/>좀 더… 이렇게, 뭐라고 할까… 용사 같은,<br/>근사한 이름이 좋다라고 생각해,<br/>스스로 붙인 이름이다. <p/>전설의 용사 제다! <p/>무적의 용사 제다! <p/>불굴의 용사 제다!! <p/>─어때? 근사할 것이다?? <p/>… 뭐, 지금은 이런 곳에서 가게를 보는 사람 하지 않으면없지만 말야. <br/>이것도 용사의 시련! <br/>시련이 있으면 있을수록, 용사는 멋져진다! <p/>그러니까, 나는 이렇게 해 나날 참고 있는 거야. <br/>언젠가… 언젠가 반드시, 세계를 진감 시키는 것 같은<br/>용사가 되어 주기 때문에─!!
iria_giant.zeder.57	어딘가에 빨리 어른이 될 수 있는 약 같은거 없을까…. <br/>반스트의 아저씨는,<br/>「나이를 먹으면 배뿐 나와 있고 일 같은 하나도 없어」<br/>라고 말하지만… 그런데도 나는, 빨리 어른이 되고 싶다. <p/>아무튼… 어른이 되었기 때문에 라고, 세상의 비밀을<br/>전부 알도록 되다니는 생각하지 않지만,<br/>… 그렇지만, 모르는 것뿐인… 이런 안타까운 기분은<br/>조금은 줄어드는 것이 아닌가 하고 생각하는거야…. |그러면야! 나의 이름은 제다!! <br/>피시스… 아니, 이리아 대륙에서 가장 빨리, 가장 강한,<br/>지상 최강의 자이언트! ─그것이 나님이닷!! <p/>피시스쟈이안트의 역사로, 이렇게 강한 자이언트는<br/>전에도 뒤에도 나 뿐이다!! <p/>지금은, 자이언트의 가면을 쓴 「이리아대마왕」<br/>─바이데 할아버지의 저주로<br/>조촐조촐한 재봉하거나 나른한 가게를 보는 사람 하지 않으면 안 되지만,<p/>언젠가 이 저주를 깨어, 자이언트의 새로운 역사를 뽑는,<br/>운명의 용사가 된닷! <br/>응~…… 나님 사이코!! |… 어이, 너!! <br/>자이언트의 용사님에게 향해 해를 듣다는<br/>실례 천만이다!? <p/>… 확실히 나는 동안일지도 모르지만 말야,<br/>이렇게 보여도 상당히 나이를 먹고 있는 것이야!? <p/>최근의 나의 목표는,<br/>「10세에곰을 넘어뜨렸다」제다님이 되어,<br/>다시 세계를 경악 시키는 것이다! <br/>…… 이제 곧이다……. <br/>10세는, 이제 곧이니까…!! |좋아. <username/>에만<br/>특별히 가르쳐 준다. <br/>좋은가? 잘 들어? <p/>이 제다님은, 실은 어쩌면<br/>바슈바르가와 세력 다툼을 하고 있던<br/>전설의 샤후왕의 후예일지도 모른다. <p/>…… 무엇? 그 눈. <br/>너… 마음껏 의심하고 있을 것이다? <p/>응. 뭐 좋아. <p/>그리고 아무튼, 그 세력 다툼에 져 왕권을 빼앗긴 나님은<br/>즉 크루크 폐하와는 운명적인 숙적이라고 할까…<br/>아무튼, 그런 관계인 것이야. <p/>바이데 할아버지가, 나만 눈엣가시와 같이 혹사하는 것도<br/>절대, 이 일이 원인이다! <p/>… 그렇지만, -시시할 것이다? <br/>주인공이라는 것은, 항상 고통에 참으면서<br/>자신의 운명에 이기지 않으면 안 된다. <br/>후~… 뭔가 오늘에 한해서 공연히 외로운 기분이다…! <br/>똥… 별이 희미하게 보여 보이고 자빠진다…. <br/>는 하. … 정말… 이상한 기분이야…. |이봐요, 용사가 나오는 소설의 「비밀 결사」든지 「비밀 요원」이란 말야,<br/>자신의 정체를 숨기기 위해서,<br/>일반인에게 섞여 일하거나 살거나 하겠지? <br/>이 제다님이 잡화점을 하고 있는 것도 그것과 닮아 있다. <p/>의료품점까지 겸업하고 있는 것은,<br/>그 만큼 이중·삼중에 정체를 숨기지 않으면 안 되는<br/>매우 중요한 임무를 받고 있기 때문이다. <p/>아… 쉿!! <br/>…… 좋은가? 지금 내가 이야기했던 것은,<br/>진짜로 중요한 탑 시크릿이니까,<br/>절대로 누구에게도 폭로하지 마!? 절대이니까!! |후~……. <br/>어린 신상이면서, 잡화점 뿐으로는 충분히 만족하지 않고,<br/>의료품점까지 하지 않으면 안 되는 나…. <br/>아침부터 밤까지 가게에 감금되어, 놀이에도 가지 못하고 중노동을 강요당한다…. <p/>똥… 이런 건 진짜로 노예 생활이 아닌가!! 아동학대닷!! <br/>… 하아… 그렇다고 해서, 인간같이 고소는 할 수 없고…. <br/>구분 처리―… 팥고물의 심술궂은 바이데 할아버지마저 없었으면<br/>이런 비참한 생활, 보내지 않았을 것인데…!! <p/>하지만─!! 도─!! <br/>이런 취급해 된다면, 언젠가 나, 망명해 줄거니까!! <p/>…… 그렇닷! 엘프닷!! <br/>엘프를 지지해 준다앗!! |… 알고 있는 녀석은 알고 있지만,<br/>「제다」라는 이름은, 실은 나의 본명이 아니다. <p/>부모님이 붙여 준 이름은 있지만,<br/>좀 더… 이렇게, 뭐라고 할까… 용사 같은,<br/>근사한 이름이 좋다라고 생각해,<br/>스스로 붙인 이름이다. <p/>전설의 용사 제다! <p/>무적의 용사 제다! <p/>불굴의 용사 제다!! <p/>─어때? 근사할 것이다?? <p/>… 뭐, 지금은 이런 곳에서 가게를 보는 사람 하지 않으면없지만 말야. <br/>이것도 용사의 시련! <br/>시련이 있으면 있을수록, 용사는 멋져진다! <p/>그러니까, 나는 이렇게 해 나날 참고 있는 거야. <br/>언젠가… 언젠가 반드시, 세계를 진감 시키는 것 같은<br/>용사가 되어 주기 때문에─!!
iria_giant.zeder.58	는 가끔, 고대 자이언트의<br/>옛날 이야기를 들려준 것이다. <p/>먼 옛날… 도 아직 태어나지 않을 때에<br/>여기 피시스에는, 고대 자이언트가 살고 있던 것 같다. <p/>나, 생각한다. <br/>뭐라고 말할까… 고대 자이언트들은 모두,<br/>위대한 용사들이었지 않은가, 란 말야. <p/>고대 자이언트들은, 이상한 마법으로<br/>이 땅의 모든 사악한 악마를 내쫓아…<br/>마나톤넬 같은, 굉장히 유적을 만든 것이다. <p/>아―… 나도 그 시대에 태어나고 있으면…. <br/>그랬더니, 고대 자이언트와 함께<br/>위대한 용사로서 대활약할 수 있었는데…. <p/>아… 확실히 이것이야말로,<br/>태어나는 시대를 잘못한 주인공의 불행!! <br/>, 그렇게 생각하지 않는가? |기본적으로, 보통 자이언트가 좋아하는 옷의 디자인이란 말야,<br/>나의 취미가 아니네요. <p/>이봐요, 인간의 패션을 봐라! <br/>적당히 노출도 있어, 몸의 라인을 예쁘게 살리고 있을 것이다? <p/>아무튼, 피시스의 이 몸을 자르는 것 같은 추위를 막는데는<br/>더 이상 좋은 옷은 없지만 말야. <br/>그렇지만, 이래서야 나의 근사한 단련해진 육체가,<br/>전부옷에 숨겨져 버리지 않은가…! <p/>물론, 뱃살이 출렁출렁인 반스트의 아저씨같은 사람은<br/>옷은 아무래도 좋겠지만,<br/>나 같은 용사인 자이언트에게는<br/>좀 더 이렇게… 근사한 옷이 필요한 것이야! |검의 기술로 말하면, 이리아 전체로 타우네스만이<br/>나의 유일무이의 라이벌이다! <p/>최초, 타우네스가 전장으로부터 돌아왔을 때,<br/>「겨우 이 제다님의 상대를 하는 라이벌의 귀환인가!」는<br/>매우 기뻐했지만 말야. <p/>그리고 몇번도 결투를 신청하고 있지만<br/>겁이 났는지 배에서도 부수었는지… 전혀 상대 해 주지 않아서 말야. <p/>이제(벌써), 민첩하게 타우네스의 곳에 가,<br/>나의 필살기의 하나에서도 병문안 해 줄까하고 생각했지만,<br/>영리한 나님은 눈치챈 거야. <br/>「이것은 고도의 심리 작전이 아닌가?」는. <p/>무시하는 것으로 상대의 이성을 빼앗아, 그 틈을 노려 공격하는…<br/>몇번이고의 전장을 빠져나가 온 타우네스라면, 생각할 것 같은 일이다…! <br/>그러니까 나는 이렇게 해 훨씬 기회를 살피고 있다. <p/>… 이 인내 강하고 유명한 제다님이 아니었으면<br/>이렇게 장기간 기다리고 있을 수 없다고 생각하겠어! |아이니까는 바보취급 하는 어른! <br/>아─아… 이니까 이런 어처구니없는 전통이<br/>이 고결한 자이언트에게 뿌리내려 버렸을 것이다…. <p/>아무튼 좋은 거야… 두고 봐라. <br/>이 제다님이, 단지 그저 입다물고 보고 있을 뿐수월한 거야…! <br/>이것도 모두… 기가 익는 것을 기다리고 있을 뿐이니까! |언제였는지… 전, 제다류필살기를 시험삼아,<br/>카르숲까지 갔던 적이 있다. <p/>어째서 비근한 숲을 선택하지 않았는지라고 말하면…<br/>카르숲에는 소가 있다. <br/>내가 맨손으로 소를 때려 넘어뜨릴 수 있으면,<br/>그 만큼 제다류필살기의 가치가 나올 것이다!? <p/>─나는, 카르숲의 유적에 있다 라고 말하는 스토바이손을 찾아<br/>몇일이나 숲속을 방황했다. <p/>… 그리고…1주간 정도 지났을 무렵이었는지…? <br/>어쩐지… 갑자기 엄마를 만나고 싶어져 말야. <br/>공연히 울고 싶어져… 결국, 견디지 못하고<br/>울면서 집에 돌아온 것이다. <p/>…… 뭐, 아무리 위대한 용사라도,<br/>친형제를 만나고 싶어질 때라는 것은 있다는 것이다. |……. <p/>메르엘의 녀석의 일이지만 말야…. <p/>작고 약한 인간이, 어째서 일부러<br/>이런 추운 곳에 와서까지 고생하고 있을까? <p/>꼬마의 주제에, 자신이 연상이니까는<br/>반말 묻는 것은 화날 때도 있지만…<br/>저런 곳에, 쭉 외톨이야? <p/>쭉 외톨이로…<p/>추위에 떨리면서… 쭉, 쭉…<br/>누군가를 기다리고 있다. <p/>… 그것을 보고 있으면 나…<br/>이니까인가 모르지만<br/>이렇게… 공연히 뭔가 해 주고 싶어진다. <p/>그 차가워진 손을… 추위로 얼어붙은 뺨을,<br/>따뜻하게 해 주고 싶다. <p/>로브의 하나에서도 줄 수 있으면 좋지만…<br/>우리 가게에 있는 녀석은, 크기 맞지 않기 때문에…. <br/>후~… 꾸미자… 어떻게 하면 좋아….
iria_giant.zeder.59	는 가끔, 고대 자이언트의<br/>옛날 이야기를 들려준 것이다. <p/>먼 옛날… 도 아직 태어나지 않을 때에<br/>여기 피시스에는, 고대 자이언트가 살고 있던 것 같다. <p/>나, 생각한다. <br/>뭐라고 말할까… 고대 자이언트들은 모두,<br/>위대한 용사들이었지 않은가, 란 말야. <p/>고대 자이언트들은, 이상한 마법으로<br/>이 땅의 모든 사악한 악마를 내쫓아…<br/>마나톤넬 같은, 굉장히 유적을 만든 것이다. <p/>아―… 나도 그 시대에 태어나고 있으면…. <br/>그랬더니, 고대 자이언트와 함께<br/>위대한 용사로서 대활약할 수 있었는데…. <p/>아… 확실히 이것이야말로,<br/>태어나는 시대를 잘못한 주인공의 불행!! <br/>, 그렇게 생각하지 않는가? |기본적으로, 보통 자이언트가 좋아하는 옷의 디자인이란 말야,<br/>나의 취미가 아니네요. <p/>이봐요, 인간의 패션을 봐라! <br/>적당히 노출도 있어, 몸의 라인을 예쁘게 살리고 있을 것이다? <p/>아무튼, 피시스의 이 몸을 자르는 것 같은 추위를 막는데는<br/>더 이상 좋은 옷은 없지만 말야. <br/>그렇지만, 이래서야 나의 근사한 단련해진 육체가,<br/>전부옷에 숨겨져 버리지 않은가…! <p/>물론, 뱃살이 출렁출렁인 반스트의 아저씨같은 사람은<br/>옷은 아무래도 좋겠지만,<br/>나 같은 용사인 자이언트에게는<br/>좀 더 이렇게… 근사한 옷이 필요한 것이야! |검의 기술로 말하면, 이리아 전체로 타우네스만이<br/>나의 유일무이의 라이벌이다! <p/>최초, 타우네스가 전장으로부터 돌아왔을 때,<br/>「겨우 이 제다님의 상대를 하는 라이벌의 귀환인가!」는<br/>매우 기뻐했지만 말야. <p/>그리고 몇번도 결투를 신청하고 있지만<br/>겁이 났는지 배에서도 부수었는지… 전혀 상대 해 주지 않아서 말야. <p/>이제(벌써), 민첩하게 타우네스의 곳에 가,<br/>나의 필살기의 하나에서도 병문안 해 줄까하고 생각했지만,<br/>영리한 나님은 눈치챈 거야. <br/>「이것은 고도의 심리 작전이 아닌가?」는. <p/>무시하는 것으로 상대의 이성을 빼앗아, 그 틈을 노려 공격하는…<br/>몇번이고의 전장을 빠져나가 온 타우네스라면, 생각할 것 같은 일이다…! <br/>그러니까 나는 이렇게 해 훨씬 기회를 살피고 있다. <p/>… 이 인내 강하고 유명한 제다님이 아니었으면<br/>이렇게 장기간 기다리고 있을 수 없다고 생각하겠어! |아이니까는 바보취급 하는 어른! <br/>아─아… 이니까 이런 어처구니없는 전통이<br/>이 고결한 자이언트에게 뿌리내려 버렸을 것이다…. <p/>아무튼 좋은 거야… 두고 봐라. <br/>이 제다님이, 단지 그저 입다물고 보고 있을 뿐수월한 거야…! <br/>이것도 모두… 기가 익는 것을 기다리고 있을 뿐이니까! |언제였는지… 전, 제다류필살기를 시험삼아,<br/>카르숲까지 갔던 적이 있다. <p/>어째서 비근한 숲을 선택하지 않았는지라고 말하면…<br/>카르숲에는 소가 있다. <br/>내가 맨손으로 소를 때려 넘어뜨릴 수 있으면,<br/>그 만큼 제다류필살기의 가치가 나올 것이다!? <p/>─나는, 카르숲의 유적에 있다 라고 말하는 스토바이손을 찾아<br/>몇일이나 숲속을 방황했다. <p/>… 그리고…1주간 정도 지났을 무렵이었는지…? <br/>어쩐지… 갑자기 엄마를 만나고 싶어져 말야. <br/>공연히 울고 싶어져… 결국, 견디지 못하고<br/>울면서 집에 돌아온 것이다. <p/>…… 뭐, 아무리 위대한 용사라도,<br/>친형제를 만나고 싶어질 때라는 것은 있다는 것이다. |……. <p/>메르엘의 녀석의 일이지만 말야…. <p/>작고 약한 인간이, 어째서 일부러<br/>이런 추운 곳에 와서까지 고생하고 있을까? <p/>꼬마의 주제에, 자신이 연상이니까는<br/>반말 묻는 것은 화날 때도 있지만…<br/>저런 곳에, 쭉 외톨이야? <p/>쭉 외톨이로…<p/>추위에 떨리면서… 쭉, 쭉…<br/>누군가를 기다리고 있다. <p/>… 그것을 보고 있으면 나…<br/>이니까인가 모르지만<br/>이렇게… 공연히 뭔가 해 주고 싶어진다. <p/>그 차가워진 손을… 추위로 얼어붙은 뺨을,<br/>따뜻하게 해 주고 싶다. <p/>로브의 하나에서도 줄 수 있으면 좋지만…<br/>우리 가게에 있는 녀석은, 크기 맞지 않기 때문에…. <br/>후~… 꾸미자… 어떻게 하면 좋아….
iria_giant.zeder.60	는 가끔, 고대 자이언트의<br/>옛날 이야기를 들려준 것이다. <p/>먼 옛날… 도 아직 태어나지 않을 때에<br/>여기 피시스에는, 고대 자이언트가 살고 있던 것 같다. <p/>나, 생각한다. <br/>뭐라고 말할까… 고대 자이언트들은 모두,<br/>위대한 용사들이었지 않은가, 란 말야. <p/>고대 자이언트들은, 이상한 마법으로<br/>이 땅의 모든 사악한 악마를 내쫓아…<br/>마나톤넬 같은, 굉장히 유적을 만든 것이다. <p/>아―… 나도 그 시대에 태어나고 있으면…. <br/>그랬더니, 고대 자이언트와 함께<br/>위대한 용사로서 대활약할 수 있었는데…. <p/>아… 확실히 이것이야말로,<br/>태어나는 시대를 잘못한 주인공의 불행!! <br/>, 그렇게 생각하지 않는가? |기본적으로, 보통 자이언트가 좋아하는 옷의 디자인이란 말야,<br/>나의 취미가 아니네요. <p/>이봐요, 인간의 패션을 봐라! <br/>적당히 노출도 있어, 몸의 라인을 예쁘게 살리고 있을 것이다? <p/>아무튼, 피시스의 이 몸을 자르는 것 같은 추위를 막는데는<br/>더 이상 좋은 옷은 없지만 말야. <br/>그렇지만, 이래서야 나의 근사한 단련해진 육체가,<br/>전부옷에 숨겨져 버리지 않은가…! <p/>물론, 뱃살이 출렁출렁인 반스트의 아저씨같은 사람은<br/>옷은 아무래도 좋겠지만,<br/>나 같은 용사인 자이언트에게는<br/>좀 더 이렇게… 근사한 옷이 필요한 것이야! |검의 기술로 말하면, 이리아 전체로 타우네스만이<br/>나의 유일무이의 라이벌이다! <p/>최초, 타우네스가 전장으로부터 돌아왔을 때,<br/>「겨우 이 제다님의 상대를 하는 라이벌의 귀환인가!」는<br/>매우 기뻐했지만 말야. <p/>그리고 몇번도 결투를 신청하고 있지만<br/>겁이 났는지 배에서도 부수었는지… 전혀 상대 해 주지 않아서 말야. <p/>이제(벌써), 민첩하게 타우네스의 곳에 가,<br/>나의 필살기의 하나에서도 병문안 해 줄까하고 생각했지만,<br/>영리한 나님은 눈치챈 거야. <br/>「이것은 고도의 심리 작전이 아닌가?」는. <p/>무시하는 것으로 상대의 이성을 빼앗아, 그 틈을 노려 공격하는…<br/>몇번이고의 전장을 빠져나가 온 타우네스라면, 생각할 것 같은 일이다…! <br/>그러니까 나는 이렇게 해 훨씬 기회를 살피고 있다. <p/>… 이 인내 강하고 유명한 제다님이 아니었으면<br/>이렇게 장기간 기다리고 있을 수 없다고 생각하겠어! |아이니까는 바보취급 하는 어른! <br/>아─아… 이니까 이런 어처구니없는 전통이<br/>이 고결한 자이언트에게 뿌리내려 버렸을 것이다…. <p/>아무튼 좋은 거야… 두고 봐라. <br/>이 제다님이, 단지 그저 입다물고 보고 있을 뿐수월한 거야…! <br/>이것도 모두… 기가 익는 것을 기다리고 있을 뿐이니까! |언제였는지… 전, 제다류필살기를 시험삼아,<br/>카르숲까지 갔던 적이 있다. <p/>어째서 비근한 숲을 선택하지 않았는지라고 말하면…<br/>카르숲에는 소가 있다. <br/>내가 맨손으로 소를 때려 넘어뜨릴 수 있으면,<br/>그 만큼 제다류필살기의 가치가 나올 것이다!? <p/>─나는, 카르숲의 유적에 있다 라고 말하는 스토바이손을 찾아<br/>몇일이나 숲속을 방황했다. <p/>… 그리고…1주간 정도 지났을 무렵이었는지…? <br/>어쩐지… 갑자기 엄마를 만나고 싶어져 말야. <br/>공연히 울고 싶어져… 결국, 견디지 못하고<br/>울면서 집에 돌아온 것이다. <p/>…… 뭐, 아무리 위대한 용사라도,<br/>친형제를 만나고 싶어질 때라는 것은 있다는 것이다. |……. <p/>메르엘의 녀석의 일이지만 말야…. <p/>작고 약한 인간이, 어째서 일부러<br/>이런 추운 곳에 와서까지 고생하고 있을까? <p/>꼬마의 주제에, 자신이 연상이니까는<br/>반말 묻는 것은 화날 때도 있지만…<br/>저런 곳에, 쭉 외톨이야? <p/>쭉 외톨이로…<p/>추위에 떨리면서… 쭉, 쭉…<br/>누군가를 기다리고 있다. <p/>… 그것을 보고 있으면 나…<br/>이니까인가 모르지만<br/>이렇게… 공연히 뭔가 해 주고 싶어진다. <p/>그 차가워진 손을… 추위로 얼어붙은 뺨을,<br/>따뜻하게 해 주고 싶다. <p/>로브의 하나에서도 줄 수 있으면 좋지만…<br/>우리 가게에 있는 녀석은, 크기 맞지 않기 때문에…. <br/>후~… 꾸미자… 어떻게 하면 좋아….
iria_giant.zeder.61	그렇게 시시한 이야기까지 들어 주지 않으면 안 되는 것인지?
iria_giant.zeder.62	아 아─갑자기 말하고 싶지 않게 되었다.
