iria_human.heulfryn.1	[0]포션
tara.cliona.25	엔포리움의 잡화상을 영위하는 이리쟈는<br/>옛날 탐험대로서 이리아를 찾기도 한 것 같습니다. <br/>그렇지만, 꿈도 시간이 지나면 바뀌어 버리는 것 같다. <p/>이리쟈라고 이야기하면 이야기할수록<br/>그런 기분이 됩니다. |그림자의 세계 발견 후, 왕국 전체에 위기감이 안개와 같이 퍼지고 있는 중<br/>불안이나 공포라고 하는 감정은 일상의 것이 되어 버렸습니다. <br/>길을 걷고 있어도 무장한 병사들에게 언제나 우연히 만나는 만큼이기 때문에…. <p/>그렇지만, 손님이 아스킨엔포리움에 있는 동안 만은<br/>이런 우울한 현실을 잊어 즐거운 시간을 보내 받을 수 있으면 좋겠다고 생각합니다. |아스킨엔포리움을 최초의 직장에 선택한 것은<br/>아스킨 은행을 이끄는<br/>키스씨에 대한 호감… 으로부터입니까. <br/>… 나, 키스씨를 연모하고 있습니다. <p/>………<p/>입니까 그 눈은… 그래요. <br/>그의 돈을 좋아합니다. |리리스표의 벌꿀 드링크는 마셔 보았습니까? <br/>그 꼬마짱도 참, 아스킨엔포리움에 드링크를 납품하려고<br/>에리네드 백작 부인에게 직접 담판 했던 적이 있던 것이에요. <p/>철부지의 자이언트의 여자 아이까지 섞여<br/>광고까지 만들어 큰소란이었던 것입니다. <br/>뒤로 그 자이언트가 왕족이라고 하는 사실이 밝혀져<br/>하마터면 자이언트와 인간의 외교 문제에까지 발전하는 곳이었다고 해요. |에리네드 백작 부인과 레자르 공작은 실은 서로사이가 나쁩니다만<br/>그들의 도랑이 깊어진 것은 꽤 옛날 일이라고 들었습니다. <p/>백작 부인이 사교계에 데뷔한지 얼마 안 되는 무렵<br/>두 사람의 사이에 뭔가 굉장한 사건이 일어났다고…<br/>우우~응… 이야기가 길어질 것 같은 것으로…<br/>자세한 것은 또 다음의 기회에…. 후훅.
tara.cliona.26	엔포리움의 잡화상을 영위하는 이리쟈는<br/>옛날 탐험대로서 이리아를 찾기도 한 것 같습니다. <br/>그렇지만, 꿈도 시간이 지나면 바뀌어 버리는 것 같다. <p/>이리쟈라고 이야기하면 이야기할수록<br/>그런 기분이 됩니다. |그림자의 세계 발견 후, 왕국 전체에 위기감이 안개와 같이 퍼지고 있는 중<br/>불안이나 공포라고 하는 감정은 일상의 것이 되어 버렸습니다. <br/>길을 걷고 있어도 무장한 병사들에게 언제나 우연히 만나는 만큼이기 때문에…. <p/>그렇지만, 손님이 아스킨엔포리움에 있는 동안 만은<br/>이런 우울한 현실을 잊어 즐거운 시간을 보내 받을 수 있으면 좋겠다고 생각합니다. |아스킨엔포리움을 최초의 직장에 선택한 것은<br/>아스킨 은행을 이끄는<br/>키스씨에 대한 호감… 으로부터입니까. <br/>… 나, 키스씨를 연모하고 있습니다. <p/>………<p/>입니까 그 눈은… 그래요. <br/>그의 돈을 좋아합니다. |리리스표의 벌꿀 드링크는 마셔 보았습니까? <br/>그 꼬마짱도 참, 아스킨엔포리움에 드링크를 납품하려고<br/>에리네드 백작 부인에게 직접 담판 했던 적이 있던 것이에요. <p/>철부지의 자이언트의 여자 아이까지 섞여<br/>광고까지 만들어 큰소란이었던 것입니다. <br/>뒤로 그 자이언트가 왕족이라고 하는 사실이 밝혀져<br/>하마터면 자이언트와 인간의 외교 문제에까지 발전하는 곳이었다고 해요. |에리네드 백작 부인과 레자르 공작은 실은 서로사이가 나쁩니다만<br/>그들의 도랑이 깊어진 것은 꽤 옛날 일이라고 들었습니다. <p/>백작 부인이 사교계에 데뷔한지 얼마 안 되는 무렵<br/>두 사람의 사이에 뭔가 굉장한 사건이 일어났다고…<br/>우우~응… 이야기가 길어질 것 같은 것으로…<br/>자세한 것은 또 다음의 기회에…. 후훅.
tara.cliona.27	자…
tara.cliona.28	엔포리움의 잡화상을 영위하는 이리쟈는<br/>옛날 탐험대를 쫓아 이리아를 찾기도 한 것 같습니다. <br/>그렇지만, 꿈도 시간이 지나면 바뀌어 버리는 것 같다. <p/>이리쟈라고 이야기하고 있으면<br/>문득 그런 기분이 되었습니다.
tara.cliona.29	엔포리움의 잡화상을 영위하는 이리쟈는<br/>옛날 탐험대로서 이리아를 찾기도 한 것 같습니다. <br/>그렇지만, 꿈도 시간이 지나면 바뀌어 버리는 것 같다. <p/>이리쟈라고 이야기하고 있으면<br/>문득 그런 기분이 되었습니다.
tara.cliona.30	엔포리움의 잡화상을 영위하는 이리쟈는<br/>옛날 탐험대로서 이리아를 찾기도 한 것 같습니다. <br/>그렇지만, 꿈도 시간이 지나면 바뀌어 버리는 것 같다. <p/>이리쟈라고 이야기하면 이야기할수록<br/>그런 기분이 됩니다. |그림자의 세계 발견 후, 왕국 전체에 위기감이 안개와 같이 퍼지고 있는 중<br/>불안이나 공포라고 하는 감정은 일상의 것이 되어 버렸습니다. <br/>길을 걷고 있어도 무장한 병사들에게 언제나 우연히 만나는 만큼이기 때문에…. <p/>그렇지만, 손님이 아스킨엔포리움에 있는 동안 만은<br/>이런 우울한 현실을 잊어 즐거운 시간을 보내 받을 수 있으면 좋겠다고 생각합니다. |아스킨엔포리움을 최초의 직장에 선택한 것은<br/>아스킨 은행을 이끄는<br/>키스씨에 대한 호감… 으로부터입니까. <br/>… 나, 키스씨를 연모하고 있습니다. <p/>………<p/>입니까 그 눈은… 그래요. <br/>그의 돈을 좋아합니다. |리리스표의 벌꿀 드링크는 마셔 보았습니까? <br/>그 꼬마짱도 참, 아스킨엔포리움에 드링크를 납품하려고<br/>에리네드 백작 부인에게 직접 담판 했던 적이 있던 것이에요. <p/>철부지의 자이언트의 여자 아이까지 섞여<br/>광고까지 만들어 큰소란이었던 것입니다. <br/>뒤로 그 자이언트가 왕족이라고 하는 사실이 밝혀져<br/>하마터면 자이언트와 인간의 외교 문제에까지 발전하는 곳이었다고 해요. |에리네드 백작 부인과 레자르 공작은 실은 서로사이가 나쁩니다만<br/>그들의 도랑이 깊어진 것은 꽤 옛날 일이라고 들었습니다. <p/>백작 부인이 사교계에 데뷔한지 얼마 안 되는 무렵<br/>두 사람의 사이에 뭔가 굉장한 사건이 일어났다고…<br/>우우~응… 이야기가 길어질 것 같은 것으로…<br/>자세한 것은 또 다음의 기회에…. 후훅.
tara.cliona.31	잘 모릅니다. |그다지 대답하고 싶지 않습니다. |나에게는 조금 대답하기 힘드네요. |그런 질문은… 에리네드 백작 부인이라면 잘 아시는 바라고 생각합니다.
tara.cliona.32	잘 모릅니다. |그다지 대답하고 싶지 않습니다. |나에게는 조금 대답하기 힘드네요. |그런 질문은… 에리네드 백작 부인이라면 잘 아시는 바라고 생각합니다.
tara.cliona.33	잘 모릅니다. |그다지 대답하고 싶지 않습니다. |나에게는 조금 대답하기 힘드네요. |그런 질문은… 에리네드 백작 부인이라면 잘 아시는 바라고 생각합니다.
tara.cliona.34	잘 모릅니다. |그다지 대답하고 싶지 않습니다. |나에게는 조금 대답하기 힘드네요. |그런 질문은… 에리네드 백작 부인이라면 잘 아시는 바라고 생각합니다.
tara.cliona.35	후와아… 졸려요. |잘 모릅니다. |그다지 대답하고 싶지 않습니다. |나에게는 조금 대답하기 힘드네요. |그런 질문은… 에리네드 백작 부인이라면 잘 아시는 바라고 생각합니다.
tara.cliona.36	죄송합니다만, 당분간 아르바이트를 채용할 생각은 없습니다.
tara.cliona.37	지금은 경매중이 아닙니다. 다음번, 입장해 주세요.
tara.cliona.38	전부 답례했습니다.
tara.cliona.39	환불하는 입찰금은 없습니다만….
tara.cliona.40	돈을 답례할 수가 없습니다. 은행 계좌를 확인해 주세요.
tara.cliona.41	[0]신상품
tara.cliona.42	[1]경매
tara.cliona.43	[0]신상품
tara.cliona.44	[1]경매
tara.cliona.45	(말이 통하지 않는 것 같다.)
tara.cliona.46	안녕하세요. 경매장을 담당하고 있는 크리아나라고 합니다.
tara.cliona.47	어서 오십시오! 경매에 참가됩니까? <button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='경매에 참가한다' keyword='@auction'/><button title='낙찰한 아이템을 받는다' keyword='@auction_item'/><button title='입찰금을 갚아 받는다' keyword='@auction_refund'/>
tara.cliona.48	그 밖에 뭔가 용무입니까? <button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='경매에 참가한다' keyword='@auction'/><button title='낙찰한 아이템을 받는다' keyword='@auction_item'/><button title='입찰금을 갚아 받는다' keyword='@auction_refund'/>
tara.cliona.49	아르바이트에 열심이네요. <br/>역시 젊을 때는 열심히 일하는 것이 제일이군요! <br/>노력해 주세요!
tara.cliona.50	처음으로 만나뵙는 분것 같습니다만… 이군요? <br/>한 번, 경매에 참가해 봐 어떠세요? 뜨거워지는 것 보증입니다!
tara.cliona.51	<username/>씨, 안녕하세요! <br/>나, 실은 기억력이 좋아요~, 후후훗.
tara.cliona.52	<username/>씨 안녕하세요! <br/>오늘이야말로는 절대로 낙찰합시다~. 저기!
tara.cliona.53	또 계셨어요. 경매는 중독성 있는 걸. <br/>후후.
tara.cliona.54	<username/>씨, 어서 오십시오! <br/>최근보이지 않았으므로 신경이 쓰이고 있었습니다.
tara.cliona.55	뭔가 찾기입니까? <br/>의료품점과는 비교 할 수 없을 정도<br/>한정 소량 판매이므로 꼭 봐 가 주세요!
tara.cliona.56	<npcportrait name='NONE'/><title name='NONE'/>크리아나와의 회화를 끝냈다.
tara.cliona.57	9시부터 타라 경매장에서 경매를 합니다. 많은 분의 참가를 기다리고 있습니다.
tara.cliona.58	지금부터 경매를 시작합니다.
tara.cliona.59	{0}아이템의 경매를 시작합니다. 자자! {1}골드로부터~!
tara.cliona.60	어서어서! {0}씨가{1}골드가 제시되었습니다. 자, 이 위는 없습니까~?
tara.cliona.61	{0}아이템이{1}씨에게{2}골드로 낙찰되었습니다.
tara.cliona.62	이것에서 경매를 종료하겠습니다.
tara.cliona.63	위~! 이런 선물을 받을 수 있다고 생각하고 있지 않았습니다! 감사합니다! |역시<username/>씨! 이 센스… 나, 감동해 버렸습니다. |이런 선물을 주시다는…<username/>씨… 근사하다! 다시 보았어요.
tara.cliona.64	굉장히 마음에 들었습니다. 정말로 감사합니다. |어머나… 이런 물건을… 감사합니다. |후후후… 여자의 마음이 알 수 있는 사람이었던 것이군요. 오해하고 있었어요.
tara.cliona.65	이것, 나에게 주십니까? 와앗, 기쁘다! |내가 이런 것 좋아한다는 것은 어째서 안 것입니까? |원아~, 이런 선물을 언제나 받을 수 있으면 좋은데… 후훗…
tara.cliona.66	이것… 선물입니까? 후우…|실은 나, 이런 것 그다지 좋아하지 않습니다… 그렇지만 어쩔 수 없기 때문에, 받아 둡니다…| 받는 측이 불평을 말하는 것이 아닙니다만… 조금 바보 취급 당한 기분입니다.
tara.cliona.67	으응, 죄송합니다만, 나리리스의 물건은 이제 살 생각이 없습니다. <br/>지난번 반액이라는 말에 달려들어 벌꿀 화장수를 사면…<br/>얼굴 전체에 두드러기가 나온 것이에요. <p/>리리스도 절대로 알고 있을 것이기 때문에,<br/>그 이야기는 이제 그만두어 주세요.
tara.cliona.68	팀원의 수는 4 명입니다. 계속 하시겠습니까? <button title='Going' keyword='@Yes'/><button title='포기' keyword='@No'/>
tara.cliona.69	환영합니다! <username/>너무 좋아 이제부터 모든 시간대의 가장 큰 경매가 개최 될 것입니다.
tara.cliona.70	<button title='계속' keyword='@continue'/>
tara.cliona.71	
tara.cliona.72	팀 재편성, 재입학하십시오.
tara.cliona.73	(대화 끝내기.)
tara.cliona.74	실시간으로 오전 8시 30 분에 [나는 경매인입니다.]그림자 배정.
tara.cliona.75	(대화 끝내기.)
tara.cliona.76	전화 해 ... 황금 인형 인형을 잡으려고 마을을 공격 한 약탈자는 꿈도 꾸지 않았다. <username/>. <p/>유명한 홀에서 보물 상자를 주자. 네, 맞습니다! 당신이 경매에 참가 했으므로 보너스 상품권을 주셔야합니다. 이벤트 기간 동안 7 개의 교환권을 수령하십시오. 당신에게 너구리 오너들을 줄 것입니다. <p/><npcportrait name='NONE'/><title name='NONE'/>(작업을 선택하면 보물 상자가 .
tara.cliona.77	아이린은 1 주일간의 경매 행사에 참가했습니다.
tara.cliona.78	(대화 끝내기.)
tara.cliona.79	또한 경매장을 자주 방문하십시오. <p/>7 개의 상품을 수여하여 상금을 받으십시오! 너구리 소송입니다.
tara.cliona.80	너구리 키트를 구입하십시오.
tara.cliona.81	대화 끝내기.
tara.cliona.82	팀원의 수는 4 명입니다. 계속 하시겠습니까? <button title='Going' keyword='@Yes'/><button title='포기' keyword='@No'/>
tara.cliona.83	환영합니다! <username/>너무 좋아 이제부터 모든 시간대의 가장 큰 경매가 개최 될 것입니다.
tara.cliona.84	<button title='계속' keyword='@continue'/>
tara.cliona.85	
tara.cliona.86	팀 재편성, 재입학하십시오.
tara.cliona.87	실시간으로 오전 8시 30 분에 [나는 경매인입니다.]그림자 배정.
tara.colm.1	코룸이 로그인했습니다.
tara.colm.2	코룸의 상점 생성에 성공했습니다.
tara.colm.3	[0]무기 도구
tara.colm.4	[1]구두 글로브
tara.colm.5	[2]투구
tara.colm.6	[3]갑옷
tara.colm.7	코룸의 상점 생성에 실패했습니다.
tara.colm.8	무기나 갑옷을 요구는 나에게 말을 걸어 주세요.
tara.colm.9	[0]무기 도구
tara.colm.10	[1]구두 글로브
tara.colm.11	[2]투구
tara.colm.12	[3]갑옷
tara.colm.13	(말이 통하지 않는 것 같다.)
tara.colm.14	<npcportrait name='NONE'/><title name='NONE'/>짧은 하늘색의 머리카락에 갈색의 눈동자를 가진 청년. <br/><button title='계속한다' keyword='@continue'/>
tara.colm.15	이런, 어서오세요. <br/>뭔가 무기를 찾고 있는지? <button title='거래' keyword='@shop'/><button title='수리' keyword='@repair'/><button title='개조' keyword='@upgrade'/><button title='종료' keyword='@end'/>
tara.colm.16	그런데로 그러면 용건을 들을까. <br/><button title='종료' keyword='@end'/><button title='수리' keyword='@repair'/><button title='개조' keyword='@upgrade'/>
tara.colm.17	뭔가 찾고 있다면 사양말고 봐 가면 좋아.
tara.colm.18	[0]무기 도구;[1]구두 글로브;[2]투구;[3]갑옷
tara.colm.19	코룸과의 회화를 끝냈다.
tara.colm.20	고마워요. 또 와 주어라.
tara.colm.21	어떤 것, 수리하는 무기를 보여 받을 수 있을까나. <repair rate='{0}' stringid='(*/smith_repairable/*)'/>
tara.colm.22	1포인트 수리했어. |좋아 수리는 끝났어. |소망 대로, 회복되었어.
tara.colm.23	미안한, 아주 조금만 미스를 해 버려…. |… 나쁜, 수리에 조금 문제가 있어….
tara.colm.24	으응, 수리비가 필요하다 이것은.
tara.colm.25	더 이상은 수리 할 수 없구나.
tara.colm.26	아, 어? <br/>이상하구나….
tara.colm.27	좋아, 완벽하게 수리할 수 있었어!
tara.colm.28	미안한…{0}포인트 정도 실패해 버려. <br/>정말로 미안하다….
tara.colm.29	아 아……<br/>완전하게 실패를 해 버린 것이다…. <br/>도대체, 어째서 이런 일이….
tara.colm.30	수리비는 준비해 와 주었는지?
tara.colm.31	그 밖에 수리하는 것은 없는가?
tara.colm.32	아 아…
tara.colm.33	아, 그러면 또 와 주어라. <repair hide='true'/>
tara.colm.34	개조하는 것을 가지고 왔는지? <br/>그러면 개조 회수와 종류를 확인해 받아도 좋을까? <upgrade/>
tara.colm.35	자… 끝났어. <br/>… 아직 뭔가 필요한 것은 있을까?
tara.colm.36	어…? <br/>… 미안… 실패를 해 버린 것 같다.
tara.colm.37	개조하려면 돈이 필요한 것이다.
tara.colm.38	아???
tara.colm.39	아, 그러면 또 이번. <upgrade hide='true'/>
tara.colm.40	지금 선택한 개조는, 에리네드님의 허가증이 필요해.
tara.colm.41	[4]화살촉
tara.colm.42	[4]화살촉
tara.colm.43	[0]무기 도구;[1]구두 글로브;[2]투구;[3]갑옷;[4]화살촉
tara.colm.44	이런, 내가 이것을 좋아한다면 어째서 알았다? 고마워요,<username/>씨!!
tara.colm.45	이런, 정말로 이것을 나에게 주는지? <br/>받아도 괜찮은 것인가…<br/>고마워요. 정말로 마음에 들었어.
tara.colm.46	이런, 선물을 받을 수 있다고는 생각도 하지 않았어요… 고마워요.
tara.colm.47	응… 이것은 뭐야? 주기 때문에 일단 받아 두지만….
tara.colm.48	아, 리리스 3점세트의 일이야? <br/>그것 언제 올까나? 하 하, 지금부터 기대하고 있어.
tara.colm.49	아, 리리스가 팔고 있는 그 벌꿀 드링크의 일이구나…. <br/>응…3개 세트에서 사는 조건으로 큰폭으로 할인인가…. <br/>좋은 것이 아닐까? <p/>정확히 아내에게 뭔가 오랜만에 선물 하고 싶다고 생각하고 있던 것이다. <br/>적당한 것이 없어서 고민하고 있었지만,<br/>벌꿀 드링크라면 아이에게도 환영받을 것 같고. <br/>좋아, 사기로 한다.
tara.corentin.1	코렌틴이 로그인했습니다.
tara.corentin.2	…|라이미라크의 빛이 당신을 여기까지 이끈 것이군요. |라이미라크의 사명에 따릅니까? |라이미라크의 빛이 함께 있는 일을…. |법황궁 츠토무 서장 코렌틴입니다. |이제(벌써) 기부상자가 가득 된 것 같네요. |라이미라크 성화의 따듯해짐이 전해지도록…. |여기는 라이미라크의 빛이 머무는 성스러운 장소입니다. |라이미라크교를 위한 기부에도 참가해 주세요.
tara.corentin.3	(말이 통하지 않는 것 같다.)
tara.corentin.4	<npcportrait name='NONE'/><title name='NONE'/>엄숙한 분위기가 감도는 금빛의 사제옷을 입은 여성. <br/>이성적인 눈매와 사려깊은 소리는<br/>라이미라크의 의지를 전하고 있다. <button title='계속한다' keyword='@continue'/>
tara.corentin.5	아무리 그림자 세계의 영웅,<username/>씨라고 해도<br/>모이트라 전쟁사와 같은<br/>교단에서 금지하고 있는 책에 관해서 이야기를 하는 것은<br/>라이미라크의 사제로서는 곤란합니다. <p/>자세하게 말씀드려지지 않은 사정을 이해해 주세요. <br/>대신에 우리 교단의 장서관에는 금서를 포함한<br/>라이미라크에 관련한 모든 책을 보유하고 있습니다. <p/>규모가 방대한 것으로 이것을 관리하는<br/>몇명의 수도사를 두고 있을 정도입니다. <p/>그렇게 말하면 최근 장서관의 수도사의 혼자가<br/>여기에 잘 방문하네요. <br/>자세한 사정은 모릅니다만 종교적인 상담을 위해서<br/>고해실을 이용하고 있는 것 같습니다. <p/>장서관에 도착해 듣고 싶은 것이 있으면<br/>수도사를 한 번 만나 봐서는 어떻습니까? <br/>방금전도 말씀드렸습니다만, 금서에 관한 이야기는<br/>여기에서는 조심하는 편이 좋을 것입니다.
tara.corentin.6	에이리후 왕정으로부터 바이브·카하의 부적에<br/>관한 요청을 받았습니다. <br/>쌍방의 이해관계를 넘어<br/>이쪽도 가능한 한 협력하는 것이 도리라고 생각합니다. <p/>이것은 성당 기사단에서 입수한<br/>황금빛의 날개의 부적입니다. <br/>여신 모리안의 부적이라고 하는 이름으로도 알려져 있습니다. <p/>이것을 타라의 제단에서 사용하면<br/>여신 모리안을 만날 수 있겠지요.
tara.corentin.7	<username/>씨, 벌써 다른 미션을 가지고 있네요. <br/>그 미션을 완료시키고 나서 와 주세요.
tara.corentin.8	라이미라크의 빛이 당신을 여기에 이끈 것이군요.
tara.corentin.9	아직 여신을 만날 수 있지 않습니까? <br/>자, 한번 더 미션을 드립니다.
tara.corentin.10	라이미라크교에 관한 일이라면 나에게 말씀하셔 주세요. <button title='회화' keyword='@talk'/><button title='기부' keyword='@about_donation'/>
tara.corentin.11	말하고 싶은 것이 있으면 사양하지 않고 말씀하셔 주세요. <button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/><button title='기부' keyword='@about_donation'/>
tara.corentin.12	성실하게 일하는 모습이 실로 흐뭇하네요.
tara.corentin.13	만나뵙는 것은 처음이군요? <br/>먼저 자기 소개를 하도록 해 받습니다. <br/>나는 법황청의 궁 츠토무 서장 코렌틴이라고 합니다.
tara.corentin.14	전에 한 번 만나뵈었군요? <br/>그러나 여기에서는 언제나 많은 사람을 만나므로<br/>사람의 이름을 기억하는 것이 큰 일이라서…. <p/>그 점, 이해해 주세요.
tara.corentin.15	라이미라크의 빛이 함께 있는 일을. <br/><username/>씨.
tara.corentin.16	여기는 라이미라크의 빛이 머무는 성스러운 장소입니다. <br/>정숙하게 부탁합니다.
tara.corentin.17	자주 오네요,<username/>씨. <br/>라이미라크의 빛을 전하기 위한 기부 활동에도 참가해 주세요.
tara.corentin.18	<npcportrait name='NONE'/><title name='NONE'/>코렌틴과의 회화를 끝냈다.
tara.corentin.19	자…. <br/>라이미라크의 성당까지 와 잡화상을 찾는<username/>씨도<br/>정말로 바뀐 분이군요. <p/>타라의 시내에 아스킨엔포리움이라고 하는 장소가 있습니다. <br/>거기에 가면 잡화상을 이용할 수 있겠지요.
tara.corentin.20	조금 전까지 아스킨엔포리움에 식료품점이 들어가 있었습니다. <br/>지금은 벌꿀 드링크로 유명한 리리스라고 하는 소녀가 식료품 판매를 담당하고 있습니다. <br/>리리스에는 토너먼트 회장에 가면 만날 수 있어요.
tara.corentin.21	팔이 좋은 치료자가 아스킨엔포리움에 있습니다. <br/>옛날 승마중에 말이 부상했던 적이 있던 것입니다만<br/>아스킨엔포리움으로 치료를 해 받았습니다. <p/>사람 뿐만이 아니라 동물의 치료도 해 주므로<br/>많이 이용하십시오.
tara.corentin.22	아스킨 은행 본점이 근처에 있습니다. <br/>아스킨가는 법황청에 언제나 많은 자선 기부금을 주므로<br/>키스씨랑 에리네드씨와는 평상시부터 교류가 있는 편이군요.
tara.corentin.23	탈틴에 새롭게 온 여성의 대장간에 대한 정보를<br/>의외롭게도 성당 기사단으로부터 보고되었던 적이 있습니다. <br/>성당 기사단 출신이었다고 합니다만<br/>거기까지 흥미는 없기 때문에 자세하게는 조사하고 있지 않습니다.
tara.corentin.24	성당 기사단 지부에는 자주적으로 무기를 수리할 수 있는 시설이 있습니다. <br/>그러나 근처에서 찾아라면<br/>아스킨엔포리움에 있는 무기가게를 추천 합니다.
tara.corentin.25	라이미라크의 경전이나 책의 대부분은 교단내에서 자주적으로 출판합니다만<br/>예외적으로 서적상브캐난씨로부터 구입하는 일도 있습니다. <p/>특히 라이미라크 초기 종교사의 한 단면을 알 수 있는 고서 따위의 경우<br/>브캐난씨에게 잘 협력해 받고 있습니다.
tara.corentin.26	특수한 라이미라크의 제사 의식에 필요한 옷은<br/>아스킨엔포리움의 에리네드씨에게 부탁하는 일도 있습니다. <p/>에리네드씨가 직접 운영하고 있는 엔포리움의 의료품점은<br/>규모의 면에서도 타라로 제일이라고 말할 수 있겠지요.
tara.corentin.27	성당 기사단의 책임자입니다만<br/>나는 어디까지나 사제의 몸입니다. <br/>이러한 전투 스킬에 관한 질문을<br/>나로 하는 것은 어떨까라고 생각합니다만….
tara.corentin.28	개인적으로나 음악에는 매우 흥미가 있습니다. <br/>류트를 직접 취급할 수 없습니다만<br/>연주를 듣는 것은 좋아합니다. <p/><username/>씨는 어떻습니까? <br/>언젠가 시간이 생기면<username/>씨와 음악에 대해서도<br/>깊은 이야기를 하고 싶네요.
tara.corentin.29	겉모습은 이렇게 화려한 제옷을 입고 있습니다만<br/>라이미라크의 사제의 기본은 「금욕과 절제」입니다. <p/>많은 사제들이 자신의 옷을 직접 꿰매거나 고치거나 해 입고 있습니다. <br/>물론 나도입니다.
tara.corentin.30	매그넘 쇼트…. <br/>…. <p/>성당 기사단의 책임자입니다만<br/>나는 어디까지나 사제의 몸입니다. <br/>내가 대답하는 것 같은 질문은 아닌듯 하지만.
tara.corentin.31	티르나노이를 순수하게 신학적인 입장으로부터 해설한다면<br/>지금까지 알고 있던 티르나노이의 개념과는<br/>또 다른 의미로 해석할 수 있겠지요.
tara.corentin.32	여기는 라이미라크 교단내에서 최대 규모이며<br/>가장 낡은 성당이라고 말할 수 있겠지요.
tara.corentin.33	법황궁 츠토무 서장이라고 하는 직위는 귀에 익지 않을까 생각합니다. <br/>라이미라크 법황을 보좌하는 시종의 역할이라고 하면<br/>이해하기 쉬울지도 모르네요. <p/>궁 츠토무 서장으로서 법황청의 전반적인 재무 행정이나 수도회를 관리하고 있어<br/>비공식입니다만 법황청직속의 성당 기사단의 전권이 위임되고 있습니다. |물론 오늘의 정세를 모이트라 전쟁 시대와 비교하는 것에는 무리가 있습니다. <br/>그림자의 세계의 위협이 존재한다고는 해도<br/>지금은 전시 상황이 아니기 때문에. <p/>그러나 그렇다고 해서 성당 기사단의<br/>존재 이유 자체가 없어질 것은 아니라고 생각합니다. <p/>성당 기사단은 변화했던 시대에 맞은<br/>성당 기사단만이 가능한 역할을 벌써 충분히 가리켜 주고 있습니다. |궁 츠토무 서장이라고 하는 지위에 있기 (위해)때문에<br/>개인적인 부분의 언급은 자제하지 않을 수 없습니다. <br/>사견이 법황청의 공식적인 입장으로서<br/>오해 받을 가능성도 있으니까요. |취미로 승마를 즐기고 있습니다. <br/>승마력은 꽤 깁니다만<br/>전문가의 수준은 아니고 한가한 때에 즐기는 정도입니다. <p/>최근에는 키스씨의 소개로<br/>승마 교습을 받게 된 것입니다만<br/>체계적으로 기술을 배울 수 있으므로 만족합니다. |라이미라크의 성스러운 불씨를 다 써버리지 않게<br/>보존하는 것도 법황청의 사제들이 맡고 있을<br/>책임의 하나입니다. <p/>법황청이 지어진 이래 불씨는 한번도 사라졌던 적이 없습니다. <br/>사제들의 세심의 관리가 있었기 때문에 이룰 수 연과인 것이지요.
tara.corentin.34	법황궁 츠토무 서장이라고 하는 직위는 귀에 익지 않을까 생각합니다. <br/>라이미라크 법황을 보좌하는 시종의 역할이라고 하면<br/>이해하기 쉬울지도 모르네요. <p/>궁 츠토무 서장으로서 법황청의 전반적인 재무 행정이나 수도회를 관리하고 있어<br/>비공식입니다만 법황청직속의 성당 기사단의 전권이 위임되고 있습니다. |물론 오늘의 정세를 모이트라 전쟁 시대와 비교하는 것에는 무리가 있습니다. <br/>그림자의 세계의 위협이 존재한다고는 해도<br/>지금은 전시 상황이 아니기 때문에. <p/>그러나 그렇다고 해서 성당 기사단의<br/>존재 이유 자체가 없어질 것은 아니라고 생각합니다. <p/>성당 기사단은 변화했던 시대에 맞은<br/>성당 기사단만이 가능한 역할을 벌써 충분히 가리켜 주고 있습니다. |궁 츠토무 서장이라고 하는 지위에 있기 (위해)때문에<br/>개인적인 부분의 언급은 자제하지 않을 수 없습니다. <br/>사견이 법황청의 공식적인 입장으로서<br/>오해 받을 가능성도 있으니까요. |취미로 승마를 즐기고 있습니다. <br/>승마력은 꽤 깁니다만<br/>전문가의 수준은 아니고 한가한 때에 즐기는 정도입니다. <p/>최근에는 키스씨의 소개로<br/>승마 교습을 받게 된 것입니다만<br/>체계적으로 기술을 배울 수 있으므로 만족합니다. |라이미라크의 성스러운 불씨를 다 써버리지 않게<br/>보존하는 것도 법황청의 사제들이 맡고 있을<br/>책임의 하나입니다. <p/>법황청이 지어진 이래 불씨는 한번도 사라졌던 적이 없습니다. <br/>사제들의 세심의 관리가 있었기 때문에 이룰 수 연과인 것이지요.
