emainmacha.subnpc.cecil.1	세실 데뷔.
g3.167	지령서가 필요하게 된 것이군요. <p/><title name='NONE'/>(에바로부터 지령서를 받았다)<p/>이번(뿐)만은, 과연<username/>씨도<br/>간단하지는 않은 것 같네요…. <p/>그렇지만, <username/>씨라면 반드시<br/>완수한다고 생각합니다. <p/>다만… 아무래도 어려운 것같다면<br/>동료의 힘을 빌리면 좋을 것입니다.
g3.168	우선은, 짐을 정리해 주세요. <br/>그렇지 않으면, 필요한 것을 건네줄 수가 없습니다.
g3.169	만약, 여신상을 복구 할 수 없었다고 해도<br/>지령서라면 건네주기 때문에. <br/>그다지 무리는 하지 말아 주세요.
g3.170	이 지령서는 귀중한 것으로, 한 번에 몇매나 건네줄 수 없습니다. <br/>또, 여신상의 복구가 끝난 장소의 지령서는<br/>인도할 수 없기 때문에 주의해 주세요.
g3.171	이야, 지령서를 갖고 싶은 것인지. <p/><title name='NONE'/>(트레보로부터 지령서를 받았다)<p/>후후후… 그러고 보니, 여신상의 복구에 실패했군. <br/>(뭐, 그 정도일 것이다….)<p/>만약, 아무래도 무리이다고 생각한다면, 프라이드를 버려<br/>도와주는 동료들과 함께 가는 것이 좋을 것이다. <br/>(그런 녀석이 있으면….)
g3.172	, 던전에 이사라도 하는지? <br/>짐이 가득해, 지령서를 가질 수 없는 것 같다.
g3.173	만약, 여신상을 복구 할 수 없어도<br/>지령서는 아직 있기 때문에, 무리하는 것이 아니다. <p/>아무튼, 레이널드 선생님의 뛰어난 제자인<br/>나라면 이야기는 별개이지만! 와하하하….
g3.174	그렇게 지령서를 갖고 싶어한다니 드물어. <br/>혹시, 그래서 엉덩이에서도 닦고 싶은 것인지? <br/>전에 시험했던 것은 있지만, 그 때는 능숙하게 닦을 수 없었어요.
g3.175	달러 카페 다인…. <br/>그 로브를 쓴 녀석이, 그런 일을 말했는가. <br/>훔… 마족이 에린에 공격해 오는 것과 뭔가 관계 있을 것이다. <p/>실은, 너가 여신상의 복구를 위해서 던전에 들어가고 나서<br/>돌아오는 것이 늦다고 하는 이야기도 있어, 확인하러 던전에 간 것이다. <p/>너는 당치 않음을 하는 인간이라고는 생각하고 있었지만<br/>그토록이라고는 생각하지 않았다. <p/>무심코 그 일을 이멘마하의 근위 대장에게 전하면<br/>매우 걱정하고 있었어. <p/>그를 안심시키기 위해서도, 달러 카페 다인의 일을 들어에<br/>이멘마하에 가 보면 어때.
g3.176	달러 카페 다인…. <br/>그 로브를 쓴 녀석이, 그런 일을 말했는가. <br/>훔… 마족이 에린에 공격해 오는 것과 뭔가 관계 있을 것이다. <p/>실은, 너가 여신상의 복구를 위해서 던전에 들어가고 나서<br/>돌아오는 것이 늦다고 하는 이야기도 있어, 확인하러 던전에 간 것이다. <p/>너는 당치 않음을 하는 인간이라고는 생각하고 있었지만<br/>그토록이라고는 생각하지 않았다. <p/>무심코 그 일을 던바튼의 에바에게 전하면<br/>매우 걱정하고 있었어. <p/>그녀를 안심시키기 위해서도, 달러 카페 다인의 일을 들어에<br/>던바튼에 가 보면 어때.
g3.177	달러 카페 다인에 대해 조사해 보면 하자. <br/>혹시, 프라이스씨를 만났는지?
g3.178	확실한 일은 말할 수 없지만<br/>달러 카페 다인과는 마족어로<br/>검은 병사라고 하는 의미가 있다고 들었던 적이 있다.
g3.179	달러 카페 다인에 대해 알고 싶군요? <br/>제 쪽으로 조사해 봅니다만<br/>혹시, 프라이스씨에게 만나뵌 것이군요?
g3.180	달러 카페 다인과는 마족어로<br/>검은 병사라고 하는 의미가 있다고 들었던 적이 있습니다. <br/>다만…, 들은 것 뿐의 이야기인 것로<br/>자세한 것은 모릅니다….
g3.181	무사하고 최상입니다,<username/>씨. <br/>나는 마하에 대해, 이멘마하의 대주교님과<br/>조사를 진행시키고 있던 곳입니다. <p/>달러 카페 다인에 대해서는, 아직 자세하게는 조사하지 않습니다만<br/>아무래도, 마하의 의사의 대신이 되는 사람이라고 하는 의미가 있는 것 같습니다. <p/>파괴의 여신 마하는, 전사들의 의사를 한데 합쳐<br/>같은 의식을 공유시키는 힘을 가지고 있습니다. <p/>그녀의 복수심이나 광기, 그것과 그녀의 의사를<br/>대리 하는 사람, 한사람 한사람에 머물게 한다고 하는 일입니다. <p/>그 주축이 되는 것이, 인간의 분노와 슬픔을 힘으로 하는 사람…. <br/>타락 한 빛의 기사, 다크 나이트입니다.
g3.182	<username/>야. <br/>지금은 여신상의 복구로 바쁩니다. <br/>또 다음에 이야기를 듣는다고 하자.
g3.183	잘 와 주었군,<username/>. <br/>그대의 활약은<br/>파괴된 여신상복구의 큰 도움이 되었다. <br/>진심으로 감사하고 있다. <p/>그렇게 말하면, 그대는 달러 카페 다인에 대해, 알고 싶다고 말씀드리고 있었군. <br/>나는, 그 말을 묻는 것만으로, 포워르가 대규모 전쟁의<br/>준비를 하고 있는 것처럼 생각되지 않아 것이다. <p/><image name='G3_ch08_Dorca_Feadhain'/>… 달러 카페 다인에는<br/>파괴의 여신 마하를 지키는 암흑의 군대라고 하는 의미가 있다…. <br/>… 피를 요구해 헤매는 악마와 같은 녀석들이 포워르…. <p/>그 중에서도 그들은 정예중의 정예. <br/>모이트라로 일어난 최초의 전쟁에서는<br/>마하가 그들에게 도와주는 일은 없었지만<br/>수많은 인간을 죽음에 몰아넣은 것이다. <p/>마하가 부활해, 그들에게 그녀의 의사를 머물게 하거나라도 하면<br/>그 후의 일은 아무도 상상 할 수 없을 것이다…. <p/>…<username/>. <br/>이 정도의 일 밖에 말할 수 없어, 미안하지만<br/>어쨌든 조심한다.
g3.184	네─와… 그 거 뭐? <br/>
g3.185	이제(벌써),<username/>[? male:오빠/누나]태우고 있고로<br/>
g3.186	마리가 아파진다! <p/>어째서, 그렇게 모르는 것만<br/>들어 오는 거야? <br/>그 밖에 뭔가 간단해 알기 쉬운 이야기는 없는거야?
g3.187	달러 카페 다인입니다 라고? <br/>그런 브랜드의 이름의 향수 같은거 들은 적 없어요. <br/>그리고, 사용해 봐 어땠습니다?
g3.188	네─와… 달러 카페 다인입니까? <br/>그것은 어떤 음식인 것이지요….
g3.189	달러 카페 다인? <br/>그 거뭐야? <p/>네!? 그 거 나에게 묻고 있는 거야? <br/>체, 뭐야! <br/>사람이 모르는 것 묻고 즐기고 있을까? <br/>악취미다.
g3.190	달러 카페 다인 같은거 처음으로 들었어요. <br/>혹시, 누군가가 나에게 들어 보라고 했어? <br/>그렇지 않으면, 무엇으로 그런 일 들을까.
g3.191	낳는, 너가 이번에 오기까지 달러 카페 다인에 대해<br/>나의 생각을 정리해 두자.
g3.192	달러 카페 다인? <br/>그런 이름의 무기는 들었던 적이 없구나. <p/><username/>의 부탁이라면<br/>한 번 조사해 주겠어?
g3.193	나는 들은 적 없네요. <br/>그것은 노라를 알고 싶어하고 있는 것입니까?
g3.194	달러 카페 다인은, 확실히 암흑의 군대. <br/>말하는 것도 무섭다….
g3.195	달러 카페 다인에 대해 알고 싶습니까? <br/>그렇다면 여관가운데에 있는<br/>숙부에게 묻는 것이 좋아요. <p/>옛날은, 세계 각지를 걸어 모험했다고 했으므로<br/>뭔가 알고 있을지도 몰라요.
g3.196	확실히 어디선가 들었던 적이 있습니다. <br/>다만… 꽤 옛 이야기인 것으로 생각해 낼 수 없네요.
g3.197	달러 카페 다인…. <br/>확실히 그것은 암흑의 기사의 일이라고 들었던 적이 있다. <p/>달러 카페 다인에 대해 자세하게 알고 싶다면<br/>촌장에게 들어 보면 어때? <br/>혹은, 성당의 사제에게 이야기를 들어 보는 것도 좋을 것이다.
g3.198	달러 카페 다인? <br/>훔…들은 적 없구나. <br/>그렇다면, 촌장에게 들어 보면 어때? <br/>촌장은 뭐든지 알고 있겠어.
g3.199	달러 카페 다인? <br/>그렇게 어려운 말 사용했다고 해<br/>머리가 잘 보일 것이 아니다.
g3.200	달러 카페 다인입니까? <br/>확실히… 치료자의 수업을 받았을 때에<br/>가르쳐 주신 선생님의 이름이었을까…. <p/>혹은… 특수한 포션의 이름이었을까…. <br/>미안해요, 아무래도 생각해 낼 수 없는 것 같습니다.
g3.201	달러 카페 다인. <br/>뭔가의 암호입니까? <p/><username/>는, 내가 그 암호를<br/>알고 있다고 생각해 들으러 온 것입니까? <p/>자신이 모르는 것을 타인이 알고 있다고 생각하는 것은<br/>그다지 좋지 않네요. <br/>타인에게 너무 기대하면, 다음에 후회할테니까.
g3.202	설마, 전에 팔라딘 기사단과<br/>싸운 마족의 군대에 대해 듣고 있는지? <p/>뭔가 착각 하고 있을지도 모르지만<br/>저것은, 달러 카페 다인은 아니다. <p/>녀석들은 가장 훈련된 마족최고의 병사다. <br/>정직, 그들을 상대로 하면, 지금의 팔라딘 기사단에서는<br/>맞겨룸 할 수 없을지도 모른다…. <p/>적어도… 적어도 리다이아님이 있어 준다면<br/>녀석들과 호각 이상으로 싸울 수 있지만….
g3.203	달러 카페 다인…. <br/>미안해요, 나에게는 모릅니다만<br/>술집의 루카스씨라면 알고 있을지도 모릅니다. <p/>그는 저렇게 보여, 여러가지 일을 알고 있습니다. <br/>거기에… 만약 몰라도<br/>다른 사람을 사용해서까지 조사하거나 할테니까….
g3.204	그렇다면… 아이딘씨라면 알고 있는 것이 아닐까. <br/>뭔가 알고 싶은 것이 있으면, 아이딘씨에게 묻는 것이 제일이야. <br/>다른 남자는 믿음직스럽지 못하기 때문에.
g3.205	어? 지금, 달러 카페 다인이라고 했는지? <br/>그 거, 내가 고안중의 요리의 이름이다. <br/>이 일은 고든씨에게는 비밀인 것이지만<br/>다음에 완성하면 시식해 주지 않는가?
g3.206	달러 카페 다인이라고? <br/>응, 그 거 어떤 물건인 것이야? <br/>만약, 아무래도 필요하면 주문해 두지만…. <p/>네? 달라? <br/>물건이 아니야? <p/>뭐야, 그것이라면 다른 모험자에게 들어 준다. <br/>너가 이번에 오기까지, 도움이 되는 정보를 모아 두기 때문에<br/>뭔가 사 주어라.
g3.207	달러 카페 다인!? <br/>너는, 그것이 마족의 군대의 통칭이라고 알면서 말하고 있는지? <p/>달러 카페 다인이란, 포워르의 군대 중(안)에서도<br/>특별히 선택된 사람만이, 속하는 부대라고 말해지고 있다. <p/>모이트라 전쟁에서는, 달러 카페 다인이 현상<br/>이 아름다운 에린의 세계를 황야로 바꾼 것이다. <p/>그러니까, 그렇게 불길한 일을 경솔하게<br/>말하지 않는 것이 좋다.
g3.208	달러 카페 다인…. <br/>그것은 암흑의 군대라고 하는 의미입니다. <br/>어디서 그 말을 들으셨는지 모릅니다만<br/>프라이스씨라면 자세하게 알고 있을지도 모르네요.
g3.209	달러 카페 다인? <br/>미안해요, 일 이외의 일은 응할 수 없는거야.
g3.210	귀찮은 일만 묻고 자빠져…. <br/>기분이 나쁠 때라면, 후려치고 있겠어. <p/>그 말을 묻는 것만으로 기분이 나빠지지만<br/>간단하게라면 가르쳐 준다. <p/>그것은, 암흑의 군대라고 하는 의미다. <br/>아무튼, 그 이상의 일은 말하고 싶지 않고 알고 싶지도 않다.
g3.211	달러 카페 다인! <br/>오, 너, 그것 어디서 들었어? <p/>그것, 포워르의 영광으로<br/>세상을 가득 시키는 사람들의 이름. <br/>더 이상은 비밀, 인간에게는 가르치지 않는다.
g3.212	달러 카페 다인…. <br/>는이라고? 어디선가 들었던 적이 있는 것 같은 생각은 들지만<br/>아무래도 생각해 낼 수 없는 것 같다. <br/>미안하지만, 다른 사람에게 들어 봐 주지 않을까.
g3.213	그렇게 어려운 것을 들어 오다니…. <br/>곤란하고 있는 나를 봐<br/>그렇게 재미있어?
g3.214	드르카와는 암흑이라고 하는 의미가 있다고 들었던 적이 있어요. <br/>그렇지만… 페다인에 대해서는 모르는거야. <br/>미안해요.
g3.215	네─와… 그 거 요리의 이름인 것일까? <br/>네!? 혹시 맞았습니까?
g3.216	그렇게 어려운 일 말해져도 대답할 수 없어. <br/>좀 더 간단한 일을 들어 주어라.
g3.217	<username/>이야. <br/>지금은 여신상의 복구로 바쁜 것이다. <br/>그 이야기는, 또 다음에 묻는다고 하자.
g3.218	달러 카페 다인? <br/>예와… 어디선가 들은 것 같은 생각이 듭니다만…. <br/>혹시, 고대의 말일지도 모르네요. <p/>아, 그 손의 일이라면, 스튜어트씨가 알고 있을지도…. <br/>스튜어트씨를 만나면 잘 전해 주세요.
g3.219	잘 모르지만<br/>그 손의 이야기라면 사제에게 묻는 것이 좋네요.
g3.220	지금, 달러 카페 다인이라고 해졌습니까? <br/>그런 일을 안색 1개 바꾸지 않고 말하면 놀라는 사람도 있다. <br/>조심하는 거에요,<username/>씨.
g3.221	좋았다…. <br/>무사하고 최상입니다,<username/>씨. <p/>나… <username/>씨의 일이 걱정이어<br/>프라이스씨에게 상담해 버렸습니다…. <p/>그렇게 말하면, 프라이스씨를 만났습니까? <br/>그 사람도<username/>씨의 일을 걱정하고 있으므로<br/>한 번, 얼굴을 보이는 것이 좋다고 생각합니다.
g3.222	드르카페페다인? <br/>그것은 어떤 음식인 것인가.
g3.223	달러 카페 다인…. <br/>확실히 그것은… 검은 군대라고 하는 의미입니다. <br/><username/>씨, 어디서 그 말을? <p/>(크리스텔에 최초부터 설명했다)<p/>그렇습니까… 그 같은 일이…. <br/>누군가 이와 같은 일에 자세한 것 같은 사람이 있으면<br/>그 사람에게 상담해 보면 좋을 것입니다. <p/>그 사람도 반드시,<username/>씨로부터의 연락을<br/>기다리고 있을 것입니다.
g3.224	무슨 말을 하고 있는지 전혀 모르는구나. <br/>그것은 도대체 무엇에 사용하지? <br/>모험을 하는 것은 좋지만<br/>너무 이상한 세계에 비집고 들어가지 마.
g3.225	무슨 말을 하고 있는지 모르지만<br/>사제들에게 상담해 보면 어때?
g3.226	그런 일을 내가 들어도 말야~. <br/>좀 더 자세한 것 같은 사람에게 들어 줘.
g3.227	달러 카페 다인이란, 검은 군대의 일입니다. <br/>다만, 그 이상의 일은, 너무 자세하게는 모릅니다. <br/>나보다, 좀 더 자세한 것 같은 사람에게 묻는 것이 좋네요.
g3.228	응, 들은 적도 없다.
g3.229	하… 하… 여신상의 파괴 이외에도… 하… 하…. <br/>아직 뭔가 기도하고 있다는 것인가… 하… 하…. <br/>하… 하… 무엇을 생각하고 있는지… 하… 하…. <br/>모르는 녀석들이다… 하… 하….
g3.230	마족이 에린을 침략한다니…. <br/>그렇게 무서운 일을 아이들의 앞에서는<br/>절대로 말하지 말아 주세요.
g3.231	달러 카페 다인에는, 검은 군대라고 하는 의미가 있습니다. <br/>이 일에 대해 누군가와 이야기했던 것은 있습니까? <p/>프라이스씨라면 뭔가 알고 있을지도 모릅니다. <br/>빨리 프라이스씨와 이야기해지는 것이 좋을지도 모르네요.
g3.232	달러 카페 다인이라면!? <br/>-… 어디선가 들은 것 같은 생각도 들지만…. <br/>생각해 낼 수 없구나….
g3.233	짖고? <br/>전혀 들은 적 없어? <br/>그 거 소중한 일이야?
g3.234	켁, 무엇이 마족이다. <br/>그런 것, 젊은 사람이 퇴치하고 하면 좋을 것이지만! <br/>무엇을 멍하니 하고 있다!
g3.235	이비는, 그렇게 어려운 말 모르는거야….
g3.236	어머나? <br/>전에는 여신상이 어떻게든 했다든가 말했네요? <br/>그런데도, 이번은 마족이 공격해 옵니다 라고? <p/>술을 과음했을까? <br/>이런 취한 모험자보다<br/>프라이스씨 쪽을 신용할 수 있어요.
g3.237	아하하, 그런 이야기로 모험자는 속일 수 있어도<br/>이 나에게는 통하지 않아요. <p/>아, 그렇지만… 이 이야기…. <br/>제니퍼씨에게만은 말하지 말아 주세요. <p/>그 사람, 매우 공연한 참견인 사람이니까, 뭐든지 사람을 돕거나 하지만<br/>다음에 처리하는 것은, 전부나인 것이니까.
g3.238	그런 이야기 들은 적 없어. <br/>혹시, 컴건 오빠나 리카드 오빠라면<br/>알고 있을지도?
g3.239	달러 카페 다인이라면, 이제(벌써) 거기까지…. <p/>…. <p/>아니, 아무것도 아닙니다. <br/>노력해 주세요….
g3.240	검은 군대!? <p/>원, 나는 아무것도 모릅니다…. <br/>그렇게 무서운 일은, 다른 사람에게 들어 주세요….
g3.241	달러 카페 다인은 검은 군대야. <br/>저런 것을 상대하지 않으면 안 된다니<br/>인간도 큰 일이구나. <p/>당신빛의 기사겠지? <br/>최대한 노력하는 거네.
g3.242	달러 카페 다인은 상당히 재미있는 이름이지요. <br/>지금부터 싸우는 일이 될지도 모르기 때문에<br/>잘 기억해 두는거야.
g3.243	… 너무 안색이 좋지 않는듯 하지만…. <br/>뭔가 있었습니까,<username/>씨? <p/><npcportrait name='NONE'/><title name='NONE'/>(타르라크에 지금까지 있던 이야기를 했다)<p/>과연…. <br/>역시 그렇습니까…. <p/><username/>씨, 나도 리아파르에 대해<br/>이야기하고 싶은 일이 있습니다. <p/><image name='G3_ch08_lia_fail'/>리아파르란, 다른 세계에 존재하는 신의 의사를<br/>인간에게 머물게 하는 것. <p/>그 리아파르의 힘을 발휘시키려면<br/>영혼의 포션이 필요합니다. <p/>지금의 상황을 생각하면, 아마 마족은<br/>리아파르를 손에 넣은 것이지요. <p/>다만, 아직도 마하가 나타나지 않은 것을 보면<br/>충분한 양의 영혼의 포션을 준비 되어 있지 않았다고 생각합니다. <p/>그러나, 안심할 수 없습니다. <br/>영혼의 포션을 만드는 것은, 그다지 어렵지는 않습니다. <p/>정직… 나에게도 리아파르가 있는 장소는 모릅니다만<br/>그들과 같은 마족이라면, 뭔가 알고 있을지도 모릅니다. <p/>마하가 부활전에, 리아파르가 있는 장소를 밝혀내<br/>반드시 파괴해 주세요. <p/>부탁합니다,<username/>씨. <br/>당신에게 에린의 운명이 걸려 있습니다.
g3.244	리… 리아파르…? <br/>… 어… 어디에 있을까 알고 싶다!? <p/>해, 모른다! 모크, 그런 것 모른다! <br/>말할 수 없는… 모크, 그런 일 말할 수 없다! <p/><npcportrait name='NONE'/><title name='NONE'/>(모크를 캐물었다)<p/>… 그것 가르치면, 모크, 위험하다. <br/>모크를 의심하는 마족, 반드시 있다…. <p/>너 잡히면… 모크도 죽는다…. <br/>너, 아무리 강한 인간인 것이나 모크 모른다! <br/>모크, 그런 모험 할 수 없다! <p/><npcportrait name='NONE'/><title name='NONE'/>(모크를 능숙하게 달랬다)<p/>… 정말로 알고 싶으면…. <br/>너의 세계, 인간 세계의 케오섬…. <br/>무로에 들어 봐라…. <p/>무로는 모크의 친구…. <br/>무로, 인간이 어느 정도 강한가 잘 안다. <p/>무로가 인정하지 않는 인간, 약한 녀석. <br/>그런 녀석, 죽을 뿐….
g3.245	리아파르라면 친구의 모크가 잘 알고 있다. <p/><title name='NONE'/>(무로는 기분 나쁘게 웃고 있다)<p/>리아파르, 모크가 있는 곳과 매우 가까운 곳에 있다. <br/>하지만, 서투르게 말하면 모크의 생명 없다. <p/>그러니까, 리아파르가 있는 곳 가르칠 수 없다. <br/>그렇지만, 거기에 가는 통행증, 모크가 가지고 있다. <p/>바오르단젼에 있는 마족도, 모두 가지고 있다. <br/>모크의 마을에 있는 던전이다. <p/>응? 그것을 손에 넣고 싶어? <br/>쿠크… 세상 공짜는 없다. <br/>그것, 인간에게 배웠다. <p/>무로, 그 통행증 갖고 싶을 때<br/>모크에 뭔가 가져 간다. <br/>… 그렇지만, 무로, 가지고 있는 통행증 있다. <p/>그렇지만, 공짜로는 주지 않는다. <br/>인간, 정체 불명의 마부를<br/>가지고 있다고 들었다. <p/>그것을 가지고 오면<br/>리아파르가 있는 곳에 가는 통행증<br/>아마 모크가 주어도 문제 없다. <p/>무로, 인간중에<br/>마부를 취급하는 사람이 있다고 들었다. <br/>그 인간이라면, 잘 알고 있을 것. <p/>그러니까, 그 인간에게 가라. <br/>정체 불명의 마부. 쿠크…. <p/>… 인간으로부터도 인정되지 않는데<br/>마족에 인정되려고 하지마.
g3.246	<face name='sad'/>그 망토는 근위병들이라도 필요한 것이니까<br/>여분으로는 줄 수 없다.
g3.247	리아파르…. <br/>어디선가 들었던 적이 있구나….
g3.248	<face name='sad'/>미안해요, 재료를 가져와도<br/>그 망토는, 더 이상 건네줄 수 없습니다.
g3.249	<face name='sad'/>리아파르…. <br/>어디선가 들었던 적이 있습니다만…. <br/>미안해요, 생각해 낼 수 없습니다.
g3.250	네~?<br/>그 리아파르를 사용하면 케이틴 누나같이<br/>키가 자라거나 하는 거야?
g3.251	리아파르? <br/>그렇다면 촌장이나 사제 같은 것 알고 있는 것 같지만….
g3.252	낳는…, 그것이 고대의 지혜를 의미하는<br/>하나 더의 이름이구나. <br/>선택된 사람이 신의 영혼의 대신이 되는 문에 향하는 계단…. <br/>그것이 리아파르. <p/>파괴의 여신 마하의 부활을 저지하려면<br/>리아파르를 사라져 버리는 것이 좋을 것이다. <br/>알비 던전이나 케오섬에<br/>인간의 말을 이해하는 마족이 있다. <p/>그 마족들에게 리아파르에 대해 들어 보면 좋을 것이다.
g3.253	리아파르? <br/>그것은 다른 세계에서 헤매는 영혼의 힘을<br/>에린의 세계에 불러내, 어느 존재와 동화시키는 것. <p/>그렇지만… <username/>? <br/>어째서, 그런 일을 들을까? <p/>응…, 나에게는 더 이상의 일은 모르네요. <br/>만약, 자세하게 알고 싶다면, 드루이드나 사제에게라도 들어 보면? <p/>아…, 그렇다면… 마족에 듣는 것이 좋을지도…. <br/>누군가마족에 아는 사람이라도 있을까?
g3.254	던컨 촌장과 이야기한 결론이<br/>리아파르인 것이군요. <p/>…. <p/>파괴도, 야망도, 괴로움도<br/>모두는 인간의 욕구로부터 시작됩니다…. <p/><username/>씨, 서둘러 케오섬에 가 봐 주세요. <br/>서두르지 않으면, 이 세계가 지옥화하겠지요.
g3.255	리아파르…. <br/>사랑스러운 이름이라고는 생각합니다만<br/>그것이 무엇인 것인가 모릅니다. <p/>그렇네요…. <br/>혹시, 나이를 드신 사제라면 아시는 바일지도 모르네요.
g3.256	그 이름을 앞에 에스라스가 말하고 있던 것 같은 생각이 들지만…. <br/>미안한, 분명하게라고는 생각해 낼 수 없는 것 같다.
g3.257	! <p/>……. <p/>… 아니, 아무것도 아니다. <br/>다만…, 에스라스가, 그 같은 말을 한 것을<br/>들었던 적이 있다…. <p/>자세한 내용까지는 들리지 않았지만<br/>확실히 그렇게 말하고 있던 것이다.
g3.258	나도 전은 고대의 지혜가<br/>어디에 사용되는지 몰랐습니다만<br/><username/>씨의 덕분으로, 에스라스의 음모를<br/>이해할 수가 있었습니다. <p/><username/>씨, 너무 시간이 없기 때문에<br/>서둘러 케오섬의 마족의 곳에 가 주세요.
g3.259	리아파르라면? <br/>그것이 있으면 편하게 돈벌이할 수 있을 것 같지만<br/>별로 필요 없어일 것이다?
g3.260	거기에 관한 시가 있으려면 있지만…. <br/>꽤 어렵기 때문에, 시의 레파토리에는 들어가 있지 않다.
g3.261	그렇다면 들었던 적이 있어요. <br/>확실히… 영원의 젊음과 아름다움을 유지하고 싶은 여성이<br/>신이 되는 길에 발을 디디려고 한 이야기였을까. <p/>다만, 그런 이야기가 정말로 있었다고 해도<br/>무슨 의미가 있을까. <p/>일순간의 빛이, 진정한 아름다움…. <br/>그러니까, 그것을 손에 넣기 위해서 사람은 노력하고<br/>보는 사람에게 감동을 주는거야. <p/>후후후…. <br/>너무 관계없는 이야기였을까?
g3.262	리아파르? <br/>꽤 전에 누군가가 그런 이야기 같은 생각이 들지만….
g3.263	… 제임스 사제가 그 같은 일을…. <br/>그러면, 서둘러 마족을 찾아내고<br/>리아파르에 대해 듣는 것이 좋을 것이다.
g3.264	<username/>씨는, 어려운 일만 들어 오는군요. <br/>책이 필요하면 찾아 봅니다만, 조금 시간이 걸려요? <p/>아,<username/>씨…. <br/>그 얼굴은 혹시…. <p/>별로 책을 팔고 싶어서 말하고 있는 것이 아니에요. <br/>, 오해하지 말아 주세요.
g3.265	그런 이야기, 들은 적 없다. <br/>사제나 드루이드라도 묻는 것이 좋아요.
g3.266	핫핫학, 그래서 신이 될 수 있다면<br/>이 세계는 신으로 흘러넘칠 것이다. <p/>안돼 안돼, 무심코 큰 소리로 웃어 버렸군. <br/>상상력 풍부한 이야기는 싫지 않아.
g3.267	그렇다면 빨리 케오섬에…. <br/>그렇지만, 그다지 무리는 하지 말아 주세요….
g3.268	나, 아무것도 몰라야. <br/>사제라든지에 이야기를 들어 보는 것이군.
g3.269	에서는, 케오섬에 있는 마족이<br/>그 일에 대해 알고 있는 것이군요? <p/>나도 전에 인간에게 길러진 마족이 있다고<br/>소문으로 들었던 적이 있습니다.
g3.270	리아파르? <br/>확실히 그것은… 인간이 신이 될 수 있다고 하는 것이다? <br/>핫핫학, 그러면, 나는 건강의 신이 될 수 있는 다! <p/>에린의 사람들은 너무 야위어<br/>건강 관리하지 않는 사람이 너무 많다! <br/>그런 사람들을 건강에 이끌지 않으면 안돼인!
g3.271	인간은 정말로 욕심쟁이인 생물이군요. <br/>신이 되어 어떻게 할까. <br/>그런 힘을 손에 넣었다고 해도, 반드시 고생한다고 생각하는거네요.
g3.272	<username/>가 신이 되면<br/>그 힘을 발휘할 수 있을까요? <br/>큰 힘을 손에 넣었다고 해도, 사용할 수 있는 해낼 수 없으면 의미 없어요. <br/>그런 것 다사이 뿐이야.
g3.273	리아파르는, 고대의 지혜라고 하는 의미가 있네요. <br/>그것이 정말로 인간을 신으로 한다면<br/>매우 위험한 것이라면 나는 생각합니다. <br/>반드시, 사람의 손에 넘어가지 않는 것 같은 곳에 숨겨 있겠지요.
g3.274	… 무엇을 바보 나막신 일을….
g3.275	하… 하… 그것은… 하… 전설에 나오는 것… 하… 하…. <br/>아이들이… 하… 하… 기뻐할 것 같다… 하… 하….
g3.276	리아파르입니까…. <br/>사람의 욕구와는 한없어요. <p/>자신이 가지고 있는 것은 거들떠도 보지 않고<br/>타인의 것만 갖고 싶어하는 것은, 인간만이니까요.
g3.277	리아파르에는, 고대의 지혜라고 하는 의미가 있으면<br/>제임스 사제로부터 들었던 적이 있습니다. <br/>제임스 사제라면 뭔가 알고 있을지도 모르네요.
g3.278	리아파르라면? <br/>훔… 그렇다면 사제에게 들어 보면 어때?
g3.279	정말로 그런 것이 있으면 재미있을 것 같네요~. <br/>그렇지만, 대장간의 일을 할 수 없는 것이라면<br/>신님이 되어도 재미있지 않았다고 생각한다.
g3.280	너… 나의 일을 바보취급 하고 있는지? <br/>그런 것이 있을 리가 없을 것이지만!
g3.281	정말로 그런 것이 있는 것이라면…. <br/>… 이비… 보고 싶다…. <br/>신님이 될 수 있으면… 건강하게 될 수 있어…?
g3.282	그렇구나, 확실히 고대의 지혜는, 매력적이라고 생각해요. <br/>그렇지만… 만일 그것이 있었다고 해도, 남성이 여성의 마음을<br/>갑자기 이해하거나 하지 않는다고 생각해. <p/>옛부터, 남신[男神]과 여신이 싸우는 것을 보면<br/>그렇게 생각하는거네요.
g3.283	네? 이번은 고대의 지혜입니까? <br/>그렇다면… 드루이드가 자세하다고 생각해요. <p/>나의 지식은 넓고 얕으니까. <br/>그 정도의 일 밖에 몰라요. <br/>하하하하….
g3.284	에… 인간이 신님과 같이 될 수 있다. <br/>내가 신님이 되면, 이비를 건강하게 지내 주고 싶구나. <br/>그렇게 하면, 이비와 많이 놀 수 있네요?
g3.285	확실히 리아파르는 존재합니다. <br/>다만, 그것이 어디에 있을까는 불명합니다.
g3.286	인간은 반드시…<br/>지금의 힘에 만족하지 않군요. <br/>신의 힘을 가지는 것이, 아무리 무서운 일인 것인가<br/>모르는 것일까요….
g3.287	정말로 얼간이인 이야기군요. <br/>아무리 뛰어난 존재가 되어도, 고민이 사라진다고 생각해? <br/>그런 것 다만 도망치고 있을 뿐이지 않아.
g3.288	타르라크라고 하는 인물이 그렇게 말하고 있던 것이다. <br/>라면, 서둘러 케오섬에 간다. <p/>타바르타스…. <br/>역시, 에스라스는 그것을 노리고 있었는지….
